freight_class,horizon,feature_set,target_transformation,alpha,num_features,val_MAE,val_RMSE,val_sMAPE,val_R2,val_DirAcc
cape,14d,top50,abs_change,10.0,50,5293.46,7680.29,23.39,0.0574,69.0%
cape,14d,top50,abs_change,100.0,50,5029.14,6968.82,21.7,0.2239,66.9%
cape,14d,top50,abs_change,1000.0,50,5237.63,6790.38,22.7,0.2632,56.6%
cape,14d,top50,abs_change,5000.0,50,5562.76,7128.38,23.88,0.188,54.3%
cape,14d,top50,abs_change,10000.0,50,5722.42,7337.18,24.42,0.1397,53.2%
cape,14d,top50,pct_change,10.0,50,6278.96,9569.75,29.87,-0.4634,71.3%
cape,14d,top50,pct_change,100.0,50,5477.37,7816.18,25.17,0.0237,70.8%
cape,14d,top50,pct_change,1000.0,50,4994.36,6438.75,22.04,0.3375,68.2%
cape,14d,top50,pct_change,5000.0,50,5288.02,6748.27,23.0,0.2723,72.6%
cape,14d,top50,pct_change,10000.0,50,5570.23,7132.33,23.86,0.1871,73.9%
cape,14d,top100,level,10.0,100,6782.12,8806.71,32.7,-0.2394,56.3%
cape,14d,top100,level,100.0,100,5697.64,7643.75,25.41,0.0663,58.1%
cape,14d,top100,level,1000.0,100,5307.85,7085.88,22.67,0.1977,59.4%
cape,14d,top100,level,5000.0,100,5521.36,7333.95,23.65,0.1405,57.9%
cape,14d,top100,level,10000.0,100,5657.57,7482.86,24.44,0.1052,55.8%
cape,14d,top100,abs_change,10.0,100,6718.01,8748.78,32.3,-0.2231,56.6%
cape,14d,top100,abs_change,100.0,100,5545.71,7499.74,24.66,0.1012,58.1%
cape,14d,top100,abs_change,1000.0,100,5103.85,6724.81,22.09,0.2773,60.5%
cape,14d,top100,abs_change,5000.0,100,5428.19,6961.63,23.36,0.2255,55.0%
cape,14d,top100,abs_change,10000.0,100,5636.37,7210.83,24.13,0.1691,54.3%
cape,14d,top100,pct_change,10.0,100,9319.95,12189.34,47.92,-1.3743,56.8%
cape,14d,top100,pct_change,100.0,100,7191.89,9600.11,33.2,-0.4727,57.6%
cape,14d,top100,pct_change,1000.0,100,5260.96,6945.35,22.99,0.2292,59.4%
cape,14d,top100,pct_change,5000.0,100,5191.02,6648.82,22.7,0.2936,67.2%
cape,14d,top100,pct_change,10000.0,100,5500.14,7037.94,23.7,0.2085,73.6%
cape,30d,full,level,10.0,441,11139.84,14189.32,67.18,-2.1518,65.6%
cape,30d,full,level,100.0,441,10390.5,12919.65,60.49,-1.613,62.0%
cape,30d,full,level,1000.0,441,8193.09,10821.12,41.26,-0.8331,58.4%
cape,30d,full,level,5000.0,441,6846.22,9429.67,31.96,-0.392,57.6%
cape,30d,full,level,10000.0,441,6691.24,9216.02,30.75,-0.3296,56.8%
cape,30d,full,abs_change,10.0,441,11091.64,14135.44,66.83,-2.1279,65.9%
cape,30d,full,abs_change,100.0,441,10163.51,12736.59,58.76,-1.5395,62.3%
cape,30d,full,abs_change,1000.0,441,7356.48,10054.03,36.14,-0.5824,57.9%
cape,30d,full,abs_change,5000.0,441,6172.88,8233.22,27.76,-0.0612,62.3%
cape,30d,full,abs_change,10000.0,441,6208.63,8160.94,27.27,-0.0426,66.7%
cape,30d,full,pct_change,10.0,441,9559.06,11904.19,45.31,-1.2184,59.2%
cape,30d,full,pct_change,100.0,441,10453.61,13356.21,58.76,-1.7926,59.2%
cape,30d,full,pct_change,1000.0,441,9683.13,12429.76,50.32,-1.4186,58.1%
cape,30d,full,pct_change,5000.0,441,6837.93,8701.42,30.53,-0.1853,59.7%
cape,30d,full,pct_change,10000.0,441,6981.69,8523.78,29.93,-0.1374,58.4%
cape,30d,compact,level,10.0,218,12748.97,16974.14,66.54,-3.5104,60.2%
cape,30d,compact,level,100.0,218,11357.07,14042.08,64.24,-2.0867,60.2%
cape,30d,compact,level,1000.0,218,7868.23,10214.51,37.94,-0.6333,60.5%
cape,30d,compact,level,5000.0,218,6846.47,8894.74,31.58,-0.2385,59.2%
cape,30d,compact,level,10000.0,218,6838.94,8838.29,31.34,-0.2229,58.1%
cape,30d,compact,abs_change,10.0,218,12189.79,16511.32,62.95,-3.2678,59.2%
cape,30d,compact,abs_change,100.0,218,10388.44,13247.08,56.76,-1.7471,59.7%
cape,30d,compact,abs_change,1000.0,218,7317.84,9457.02,34.62,-0.4001,56.6%
cape,30d,compact,abs_change,5000.0,218,6748.34,8514.41,29.09,-0.1349,64.6%
cape,30d,compact,abs_change,10000.0,218,6766.72,8663.93,28.74,-0.1751,63.0%
cape,30d,compact,pct_change,10.0,218,20489.13,26618.12,107.16,-10.0916,56.3%
cape,30d,compact,pct_change,100.0,218,17088.69,20860.78,97.52,-5.8124,54.8%
cape,30d,compact,pct_change,1000.0,218,8882.98,10878.13,44.56,-0.8525,58.1%
cape,30d,compact,pct_change,5000.0,218,7210.31,8854.13,30.77,-0.2272,59.4%
cape,30d,compact,pct_change,10000.0,218,7814.43,9696.23,32.25,-0.4718,51.4%
cape,30d,top20,level,10.0,20,6363.48,8110.47,28.54,-0.0297,62.3%
cape,30d,top20,level,100.0,20,6177.03,7834.91,27.54,0.039,64.1%
cape,30d,top20,level,1000.0,20,6149.82,7823.67,27.37,0.0418,64.1%
cape,30d,top20,level,5000.0,20,6328.06,8037.1,28.18,-0.0112,63.0%
cape,30d,top20,level,10000.0,20,6484.5,8194.45,28.94,-0.0512,62.3%
cape,30d,top20,abs_change,10.0,20,6026.75,8137.78,26.8,-0.0367,68.7%
cape,30d,top20,abs_change,100.0,20,6082.76,7837.95,26.58,0.0383,67.4%
cape,30d,top20,abs_change,1000.0,20,6703.5,8444.9,28.69,-0.1164,65.6%
cape,30d,top20,abs_change,5000.0,20,7065.82,9060.53,29.85,-0.2851,59.4%
cape,30d,top20,abs_change,10000.0,20,7156.31,9225.27,30.16,-0.3323,59.7%
cape,30d,top20,pct_change,10.0,20,6629.27,8069.07,30.65,-0.0193,66.1%
cape,30d,top20,pct_change,100.0,20,6248.48,7545.45,27.53,0.1087,62.8%
cape,30d,top20,pct_change,1000.0,20,7936.23,9577.54,32.76,-0.436,47.8%
cape,30d,top20,pct_change,5000.0,20,8527.75,10571.89,34.19,-0.7496,43.9%
cape,30d,top20,pct_change,10000.0,20,8611.85,10771.98,34.33,-0.8165,43.9%
cape,30d,top50,level,10.0,50,6098.15,8768.0,27.83,-0.2035,68.0%
cape,30d,top50,level,100.0,50,5769.27,7802.7,25.39,0.0469,67.2%
cape,30d,top50,level,1000.0,50,5914.71,7504.63,26.25,0.1183,64.6%
cape,30d,top50,level,5000.0,50,6089.81,7734.4,27.14,0.0635,62.8%
cape,30d,top50,level,10000.0,50,6246.31,7931.47,27.87,0.0152,62.5%
cape,30d,top50,abs_change,10.0,50,5995.73,8602.0,27.18,-0.1583,67.7%
cape,30d,top50,abs_change,100.0,50,5857.43,7793.74,25.67,0.0491,66.4%
cape,30d,top50,abs_change,1000.0,50,6141.88,7756.73,26.93,0.0581,65.1%
cape,30d,top50,abs_change,5000.0,50,6432.34,8185.81,27.95,-0.049,65.6%
cape,30d,top50,abs_change,10000.0,50,6611.53,8506.62,28.51,-0.1328,65.1%
cape,30d,top50,pct_change,10.0,50,7220.06,10213.25,34.82,-0.6329,65.6%
cape,30d,top50,pct_change,100.0,50,5994.37,7498.2,28.39,0.1199,69.3%
cape,30d,top50,pct_change,1000.0,50,5818.87,7165.84,26.24,0.1962,67.4%
cape,30d,top50,pct_change,5000.0,50,6533.92,7983.36,28.63,0.0023,68.2%
cape,30d,top50,pct_change,10000.0,50,7105.12,8715.85,30.31,-0.1892,58.4%
cape,30d,top100,level,10.0,100,8033.6,10358.9,40.07,-0.6798,63.8%
cape,30d,top100,level,100.0,100,6668.53,9185.11,32.09,-0.3207,64.9%
cape,30d,top100,level,1000.0,100,5635.34,7963.76,24.9,0.0072,67.4%
cape,30d,top100,level,5000.0,100,5786.98,7836.67,25.44,0.0386,64.6%
cape,30d,top100,level,10000.0,100,5970.03,7899.24,26.41,0.0232,61.2%
cape,30d,top100,abs_change,10.0,100,7953.72,10302.88,39.43,-0.6617,64.3%
cape,30d,top100,abs_change,100.0,100,6483.79,9067.24,30.75,-0.287,64.1%
cape,30d,top100,abs_change,1000.0,100,5702.73,7956.49,24.99,0.009,64.9%
cape,30d,top100,abs_change,5000.0,100,6217.33,8177.05,26.99,-0.0467,58.4%
cape,30d,top100,abs_change,10000.0,100,6470.12,8457.27,27.91,-0.1197,58.4%
cape,30d,top100,pct_change,10.0,100,11034.15,14298.29,58.74,-2.2004,54.5%
cape,30d,top100,pct_change,100.0,100,9584.89,12688.21,49.5,-1.5202,61.0%
cape,30d,top100,pct_change,1000.0,100,6423.11,8502.23,30.14,-0.1316,62.5%
cape,30d,top100,pct_change,5000.0,100,6041.2,7600.63,26.92,0.0956,67.2%
cape,30d,top100,pct_change,10000.0,100,6655.37,8195.37,29.0,-0.0514,66.7%
panamax,1d,full,level,10.0,441,329.02,456.86,2.31,0.98,60.7%
panamax,1d,full,level,100.0,441,407.07,537.16,2.84,0.9724,52.5%
panamax,1d,full,level,1000.0,441,851.57,1034.99,6.43,0.8974,43.7%
panamax,1d,full,level,5000.0,441,1340.19,1606.1,10.06,0.753,42.6%
panamax,1d,full,level,10000.0,441,1523.67,1829.81,11.39,0.6794,42.1%
panamax,1d,full,abs_change,10.0,441,286.1,397.74,2.05,0.9849,63.6%
panamax,1d,full,abs_change,100.0,441,228.76,316.53,1.62,0.9904,70.5%
panamax,1d,full,abs_change,1000.0,441,197.69,271.55,1.4,0.9929,70.0%
panamax,1d,full,abs_change,5000.0,441,200.77,274.37,1.41,0.9928,66.7%
panamax,1d,full,abs_change,10000.0,441,205.04,281.22,1.43,0.9924,68.2%
panamax,1d,full,pct_change,10.0,441,536.28,749.39,3.64,0.9462,58.4%
panamax,1d,full,pct_change,100.0,441,321.32,434.38,2.23,0.9819,59.7%
panamax,1d,full,pct_change,1000.0,441,231.14,325.22,1.61,0.9899,64.6%
panamax,1d,full,pct_change,5000.0,441,208.01,291.54,1.45,0.9919,63.8%
panamax,1d,full,pct_change,10000.0,441,209.27,290.44,1.46,0.9919,63.6%
panamax,1d,compact,level,10.0,218,787.12,1382.03,6.08,0.8171,39.0%
panamax,1d,compact,level,100.0,218,974.95,1214.58,6.99,0.8587,39.5%
panamax,1d,compact,level,1000.0,218,1502.53,1774.76,10.99,0.6984,36.7%
panamax,1d,compact,level,5000.0,218,2159.48,2587.79,15.6,0.3587,39.3%
panamax,1d,compact,level,10000.0,218,2345.05,2810.45,16.86,0.2436,39.5%
panamax,1d,compact,abs_change,10.0,218,320.73,539.72,2.32,0.9721,52.2%
panamax,1d,compact,abs_change,100.0,218,260.44,358.92,1.85,0.9877,51.9%
panamax,1d,compact,abs_change,1000.0,218,230.05,315.24,1.61,0.9905,60.5%
panamax,1d,compact,abs_change,5000.0,218,229.05,312.74,1.59,0.9906,57.4%
panamax,1d,compact,abs_change,10000.0,218,229.34,313.25,1.6,0.9906,58.4%
panamax,1d,compact,pct_change,10.0,218,397.58,584.16,2.76,0.9673,49.6%
panamax,1d,compact,pct_change,100.0,218,278.57,384.5,1.93,0.9858,52.7%
panamax,1d,compact,pct_change,1000.0,218,238.43,330.31,1.66,0.9896,53.7%
panamax,1d,compact,pct_change,5000.0,218,230.35,316.64,1.6,0.9904,54.8%
panamax,1d,compact,pct_change,10000.0,218,229.67,315.16,1.6,0.9905,52.7%
panamax,1d,top20,level,10.0,20,207.42,285.29,1.45,0.9922,62.3%
panamax,1d,top20,level,100.0,20,335.2,425.14,2.4,0.9827,37.2%
panamax,1d,top20,level,1000.0,20,619.81,741.86,4.59,0.9473,34.4%
panamax,1d,top20,level,5000.0,20,790.14,952.58,5.96,0.9131,37.7%
panamax,1d,top20,level,10000.0,20,931.12,1146.02,7.06,0.8742,43.2%
panamax,1d,top20,abs_change,10.0,20,196.96,270.81,1.38,0.993,67.4%
panamax,1d,top20,abs_change,100.0,20,213.94,292.88,1.5,0.9918,57.1%
panamax,1d,top20,abs_change,1000.0,20,225.76,309.44,1.57,0.9908,49.6%
panamax,1d,top20,abs_change,5000.0,20,228.27,313.16,1.59,0.9906,51.7%
panamax,1d,top20,abs_change,10000.0,20,228.64,313.77,1.59,0.9906,53.7%
panamax,1d,top20,pct_change,10.0,20,241.05,325.28,1.7,0.9899,48.8%
panamax,1d,top20,pct_change,100.0,20,232.45,316.73,1.64,0.9904,47.8%
panamax,1d,top20,pct_change,1000.0,20,231.26,312.69,1.62,0.9906,47.0%
panamax,1d,top20,pct_change,5000.0,20,232.24,314.01,1.62,0.9906,45.2%
panamax,1d,top20,pct_change,10000.0,20,232.54,314.57,1.62,0.9905,44.7%
panamax,1d,top50,level,10.0,50,212.26,290.6,1.49,0.9919,62.3%
panamax,1d,top50,level,100.0,50,306.14,407.25,2.15,0.9841,43.4%
panamax,1d,top50,level,1000.0,50,754.3,898.11,5.55,0.9228,35.1%
panamax,1d,top50,level,5000.0,50,1145.52,1366.13,8.41,0.8213,37.7%
panamax,1d,top50,level,10000.0,50,1268.42,1523.89,9.31,0.7776,40.6%
panamax,1d,top50,abs_change,10.0,50,197.98,272.98,1.38,0.9929,69.0%
panamax,1d,top50,abs_change,100.0,50,208.98,290.99,1.45,0.9919,64.9%
panamax,1d,top50,abs_change,1000.0,50,219.78,305.34,1.53,0.9911,59.9%
panamax,1d,top50,abs_change,5000.0,50,225.0,310.47,1.57,0.9908,55.3%
panamax,1d,top50,abs_change,10000.0,50,226.5,311.94,1.58,0.9907,52.7%
panamax,1d,top50,pct_change,10.0,50,265.35,345.13,1.86,0.9886,52.7%
panamax,1d,top50,pct_change,100.0,50,228.05,312.8,1.6,0.9906,50.4%
panamax,1d,top50,pct_change,1000.0,50,226.2,309.04,1.58,0.9909,48.1%
panamax,1d,top50,pct_change,5000.0,50,228.72,311.02,1.6,0.9907,45.7%
panamax,1d,top50,pct_change,10000.0,50,230.04,312.38,1.61,0.9907,49.6%
panamax,1d,top100,level,10.0,100,270.6,335.71,1.97,0.9892,50.6%
panamax,1d,top100,level,100.0,100,426.3,511.62,3.18,0.9749,38.8%
panamax,1d,top100,level,1000.0,100,1047.56,1261.61,7.86,0.8476,37.2%
panamax,1d,top100,level,5000.0,100,1653.75,1992.49,12.17,0.6198,37.0%
panamax,1d,top100,level,10000.0,100,1839.27,2228.97,13.46,0.5242,37.7%
panamax,1d,top100,abs_change,10.0,100,226.47,290.63,1.63,0.9919,57.6%
panamax,1d,top100,abs_change,100.0,100,225.69,294.52,1.62,0.9917,55.6%
panamax,1d,top100,abs_change,1000.0,100,224.44,301.72,1.58,0.9913,56.1%
panamax,1d,top100,abs_change,5000.0,100,224.8,307.35,1.57,0.991,57.9%
panamax,1d,top100,abs_change,10000.0,100,225.57,309.57,1.57,0.9908,57.4%
panamax,1d,top100,pct_change,10.0,100,313.43,400.95,2.15,0.9846,50.9%
panamax,1d,top100,pct_change,100.0,100,246.92,320.61,1.73,0.9902,50.6%
panamax,1d,top100,pct_change,1000.0,100,220.83,300.38,1.55,0.9914,56.6%
panamax,1d,top100,pct_change,5000.0,100,223.19,306.11,1.56,0.991,57.4%
panamax,1d,top100,pct_change,10000.0,100,225.59,308.96,1.57,0.9909,56.1%
panamax,7d,full,level,10.0,441,2198.56,2688.73,15.72,0.3458,52.2%
panamax,7d,full,level,100.0,441,1692.44,2138.74,11.83,0.5861,54.5%
panamax,7d,full,level,1000.0,441,1451.35,1849.03,10.56,0.6906,51.2%
panamax,7d,full,level,5000.0,441,1812.21,2182.37,13.24,0.569,50.1%
panamax,7d,full,level,10000.0,441,1976.95,2349.75,14.4,0.5004,48.1%
panamax,7d,full,abs_change,10.0,441,2164.46,2634.43,15.55,0.372,52.2%
panamax,7d,full,abs_change,100.0,441,1650.92,2043.62,11.72,0.6221,56.8%
panamax,7d,full,abs_change,1000.0,441,1207.6,1533.72,8.59,0.7871,53.2%
panamax,7d,full,abs_change,5000.0,441,1104.59,1388.68,7.77,0.8255,57.4%
panamax,7d,full,abs_change,10000.0,441,1103.15,1379.42,7.7,0.8278,59.2%
panamax,7d,full,pct_change,10.0,441,2486.96,3170.51,17.84,0.0904,52.2%
panamax,7d,full,pct_change,100.0,441,1873.49,2404.67,13.12,0.4767,55.6%
panamax,7d,full,pct_change,1000.0,441,1266.45,1697.71,8.89,0.7392,54.3%
panamax,7d,full,pct_change,5000.0,441,1106.16,1433.59,7.72,0.814,58.4%
panamax,7d,full,pct_change,10000.0,441,1110.81,1406.2,7.72,0.8211,58.7%
panamax,7d,compact,level,10.0,218,1857.42,2280.62,13.21,0.5293,45.5%
panamax,7d,compact,level,100.0,218,1733.77,2117.04,12.15,0.5944,46.5%
panamax,7d,compact,level,1000.0,218,1877.31,2188.82,13.59,0.5665,42.6%
panamax,7d,compact,level,5000.0,218,2460.76,2911.69,17.68,0.2328,45.2%
panamax,7d,compact,level,10000.0,218,2619.87,3118.46,18.77,0.12,44.4%
panamax,7d,compact,abs_change,10.0,218,1584.47,1949.43,11.17,0.6561,51.4%
panamax,7d,compact,abs_change,100.0,218,1340.47,1682.51,9.41,0.7438,54.8%
panamax,7d,compact,abs_change,1000.0,218,1139.86,1430.64,7.94,0.8148,58.4%
panamax,7d,compact,abs_change,5000.0,218,1134.88,1408.78,7.86,0.8204,61.2%
panamax,7d,compact,abs_change,10000.0,218,1147.02,1418.07,7.94,0.818,61.5%
panamax,7d,compact,pct_change,10.0,218,1772.84,2254.11,12.39,0.5402,55.3%
panamax,7d,compact,pct_change,100.0,218,1464.83,1912.21,10.23,0.6691,56.1%
panamax,7d,compact,pct_change,1000.0,218,1184.17,1544.36,8.25,0.7842,58.9%
panamax,7d,compact,pct_change,5000.0,218,1145.75,1439.75,7.93,0.8124,56.6%
panamax,7d,compact,pct_change,10000.0,218,1154.25,1436.32,7.98,0.8133,54.0%
panamax,7d,top20,level,10.0,20,1176.68,1516.11,8.2,0.792,58.7%
panamax,7d,top20,level,100.0,20,1274.82,1585.81,9.09,0.7724,45.7%
panamax,7d,top20,level,1000.0,20,1437.81,1732.35,10.39,0.7284,42.6%
panamax,7d,top20,level,5000.0,20,1494.78,1795.5,10.98,0.7083,41.1%
panamax,7d,top20,level,10000.0,20,1539.87,1869.32,11.43,0.6838,44.7%
panamax,7d,top20,abs_change,10.0,20,1127.33,1447.24,7.86,0.8105,57.1%
panamax,7d,top20,abs_change,100.0,20,1144.89,1418.49,8.09,0.8179,47.8%
panamax,7d,top20,abs_change,1000.0,20,1158.15,1422.02,8.11,0.817,49.1%
panamax,7d,top20,abs_change,5000.0,20,1161.3,1429.99,8.09,0.815,50.9%
panamax,7d,top20,abs_change,10000.0,20,1161.98,1432.97,8.08,0.8142,52.2%
panamax,7d,top20,pct_change,10.0,20,1206.81,1504.55,8.51,0.7952,49.1%
panamax,7d,top20,pct_change,100.0,20,1160.86,1427.4,8.25,0.8156,45.7%
panamax,7d,top20,pct_change,1000.0,20,1166.99,1414.54,8.19,0.8189,51.7%
panamax,7d,top20,pct_change,5000.0,20,1179.53,1437.06,8.22,0.8131,48.1%
panamax,7d,top20,pct_change,10000.0,20,1182.76,1444.42,8.22,0.8112,43.2%
panamax,7d,top50,level,10.0,50,1128.38,1525.51,7.87,0.7894,60.7%
panamax,7d,top50,level,100.0,50,1133.82,1492.46,7.97,0.7984,57.1%
panamax,7d,top50,level,1000.0,50,1433.71,1740.02,10.4,0.726,42.4%
panamax,7d,top50,level,5000.0,50,1682.14,2018.43,12.34,0.6313,41.9%
panamax,7d,top50,level,10000.0,50,1755.98,2110.65,12.92,0.5969,42.4%
panamax,7d,top50,abs_change,10.0,50,1125.37,1514.79,7.84,0.7924,62.5%
panamax,7d,top50,abs_change,100.0,50,1082.34,1420.45,7.54,0.8174,66.9%
panamax,7d,top50,abs_change,1000.0,50,1117.56,1407.91,7.81,0.8206,55.0%
panamax,7d,top50,abs_change,5000.0,50,1143.61,1417.93,7.96,0.8181,51.9%
panamax,7d,top50,abs_change,10000.0,50,1150.23,1423.62,8.0,0.8166,51.4%
panamax,7d,top50,pct_change,10.0,50,1213.7,1531.57,8.53,0.7877,53.5%
panamax,7d,top50,pct_change,100.0,50,1124.01,1426.66,7.94,0.8158,53.0%
panamax,7d,top50,pct_change,1000.0,50,1135.08,1398.1,7.99,0.8231,49.9%
panamax,7d,top50,pct_change,5000.0,50,1162.13,1418.72,8.12,0.8179,48.8%
panamax,7d,top50,pct_change,10000.0,50,1170.88,1430.81,8.15,0.8147,50.4%
panamax,7d,top100,level,10.0,100,1569.84,1964.12,11.6,0.6509,55.3%
panamax,7d,top100,level,100.0,100,1419.06,1745.0,10.5,0.7245,55.0%
panamax,7d,top100,level,1000.0,100,1775.42,2098.42,13.0,0.6015,45.5%
panamax,7d,top100,level,5000.0,100,2199.18,2588.4,15.89,0.3937,44.7%
panamax,7d,top100,level,10000.0,100,2329.76,2753.1,16.79,0.3141,44.4%
panamax,7d,top100,abs_change,10.0,100,1538.54,1924.4,11.37,0.6649,54.0%
panamax,7d,top100,abs_change,100.0,100,1279.64,1579.64,9.43,0.7742,51.7%
panamax,7d,top100,abs_change,1000.0,100,1180.79,1427.56,8.5,0.8156,55.3%
panamax,7d,top100,abs_change,5000.0,100,1147.93,1401.46,8.08,0.8223,60.5%
panamax,7d,top100,abs_change,10000.0,100,1144.5,1405.17,8.0,0.8213,60.5%
panamax,7d,top100,pct_change,10.0,100,1425.47,1762.32,10.25,0.719,50.4%
panamax,7d,top100,pct_change,100.0,100,1218.12,1499.98,8.8,0.7964,55.6%
panamax,7d,top100,pct_change,1000.0,100,1135.26,1383.65,8.06,0.8268,52.7%
panamax,7d,top100,pct_change,5000.0,100,1140.21,1394.8,7.98,0.824,54.8%
panamax,7d,top100,pct_change,10000.0,100,1149.56,1408.38,8.01,0.8205,51.4%
panamax,14d,full,level,10.0,441,3042.05,3747.65,21.78,-0.2425,50.4%
panamax,14d,full,level,100.0,441,2467.13,3026.36,17.8,0.1898,54.0%
panamax,14d,full,level,1000.0,441,1961.91,2472.69,14.19,0.4591,52.2%
panamax,14d,full,level,5000.0,441,2220.61,2676.72,15.97,0.3662,49.4%
panamax,14d,full,level,10000.0,441,2369.0,2816.77,16.96,0.2981,50.6%
panamax,14d,full,abs_change,10.0,441,3005.77,3697.36,21.5,-0.2094,50.4%
panamax,14d,full,abs_change,100.0,441,2411.81,2943.54,17.45,0.2335,55.3%
panamax,14d,full,abs_change,1000.0,441,1835.77,2279.09,13.28,0.5405,53.2%
panamax,14d,full,abs_change,5000.0,441,1716.82,2070.47,12.27,0.6208,53.7%
panamax,14d,full,abs_change,10000.0,441,1724.74,2072.47,12.26,0.62,58.4%
panamax,14d,full,pct_change,10.0,441,3465.36,4299.29,25.94,-0.6352,51.9%
panamax,14d,full,pct_change,100.0,441,2642.56,3230.09,19.45,0.077,51.7%
panamax,14d,full,pct_change,1000.0,441,1852.71,2363.51,13.45,0.5058,50.9%
panamax,14d,full,pct_change,5000.0,441,1710.56,2105.2,12.28,0.6079,58.7%
panamax,14d,full,pct_change,10000.0,441,1738.94,2109.34,12.4,0.6064,58.7%
panamax,14d,compact,level,10.0,218,2663.3,3366.12,18.91,-0.0024,57.9%
panamax,14d,compact,level,100.0,218,2352.4,2988.0,16.59,0.2102,57.6%
panamax,14d,compact,level,1000.0,218,2062.48,2467.67,14.89,0.4613,52.5%
panamax,14d,compact,level,5000.0,218,2648.92,3096.96,18.99,0.1515,51.2%
panamax,14d,compact,level,10000.0,218,2814.62,3311.3,20.09,0.03,52.5%
panamax,14d,compact,abs_change,10.0,218,2599.69,3425.85,18.18,-0.0383,58.7%
panamax,14d,compact,abs_change,100.0,218,2162.15,2744.09,15.29,0.3339,60.2%
panamax,14d,compact,abs_change,1000.0,218,1705.7,2117.53,12.1,0.6033,63.6%
panamax,14d,compact,abs_change,5000.0,218,1694.89,2061.74,11.96,0.624,68.2%
panamax,14d,compact,abs_change,10000.0,218,1730.96,2097.95,12.21,0.6106,66.4%
panamax,14d,compact,pct_change,10.0,218,2804.68,3508.67,20.33,-0.0891,59.2%
panamax,14d,compact,pct_change,100.0,218,2279.42,2845.85,16.39,0.2835,58.7%
panamax,14d,compact,pct_change,1000.0,218,1773.97,2238.75,12.72,0.5566,62.8%
panamax,14d,compact,pct_change,5000.0,218,1723.3,2139.59,12.2,0.595,61.0%
panamax,14d,compact,pct_change,10000.0,218,1763.11,2159.91,12.45,0.5873,56.6%
panamax,14d,top20,level,10.0,20,1709.36,2249.22,12.04,0.5525,59.4%
panamax,14d,top20,level,100.0,20,1836.59,2263.18,13.23,0.5469,46.3%
panamax,14d,top20,level,1000.0,20,1954.61,2372.16,14.19,0.5022,43.9%
panamax,14d,top20,level,5000.0,20,1957.93,2392.77,14.3,0.4935,43.9%
panamax,14d,top20,level,10000.0,20,1963.78,2418.34,14.43,0.4826,45.5%
panamax,14d,top20,abs_change,10.0,20,1642.0,2176.19,11.56,0.581,63.0%
panamax,14d,top20,abs_change,100.0,20,1715.07,2128.09,12.33,0.5994,53.0%
panamax,14d,top20,abs_change,1000.0,20,1783.27,2166.11,12.74,0.5849,48.6%
panamax,14d,top20,abs_change,5000.0,20,1791.48,2182.83,12.73,0.5785,57.6%
panamax,14d,top20,abs_change,10000.0,20,1794.79,2190.17,12.73,0.5756,57.4%
panamax,14d,top20,pct_change,10.0,20,1811.52,2237.89,13.01,0.557,53.2%
panamax,14d,top20,pct_change,100.0,20,1739.26,2131.98,12.61,0.5979,48.6%
panamax,14d,top20,pct_change,1000.0,20,1803.6,2161.93,12.91,0.5865,57.1%
panamax,14d,top20,pct_change,5000.0,20,1841.36,2213.83,13.04,0.5664,47.0%
panamax,14d,top20,pct_change,10000.0,20,1852.65,2231.17,13.09,0.5596,43.2%
panamax,14d,top50,level,10.0,50,1575.11,1991.84,11.5,0.649,62.0%
panamax,14d,top50,level,100.0,50,1680.37,2066.3,12.35,0.6223,61.2%
panamax,14d,top50,level,1000.0,50,1918.82,2306.51,14.05,0.5294,57.6%
panamax,14d,top50,level,5000.0,50,2040.36,2445.44,14.96,0.471,51.9%
panamax,14d,top50,level,10000.0,50,2074.6,2500.05,15.25,0.4471,50.9%
panamax,14d,top50,abs_change,10.0,50,1576.37,1985.16,11.5,0.6514,61.8%
panamax,14d,top50,abs_change,100.0,50,1615.98,1980.64,11.84,0.653,63.8%
panamax,14d,top50,abs_change,1000.0,50,1663.93,2016.32,11.99,0.6403,67.2%
panamax,14d,top50,abs_change,5000.0,50,1729.95,2104.85,12.31,0.6081,68.5%
panamax,14d,top50,abs_change,10000.0,50,1755.54,2140.55,12.46,0.5947,66.9%
panamax,14d,top50,pct_change,10.0,50,1726.03,2114.15,12.65,0.6046,57.9%
panamax,14d,top50,pct_change,100.0,50,1675.72,2036.52,12.3,0.6331,58.4%
panamax,14d,top50,pct_change,1000.0,50,1716.25,2047.08,12.39,0.6293,57.1%
panamax,14d,top50,pct_change,5000.0,50,1797.94,2155.24,12.77,0.5891,49.4%
panamax,14d,top50,pct_change,10000.0,50,1824.31,2193.82,12.91,0.5742,45.2%
panamax,14d,top100,level,10.0,100,2176.06,2791.92,15.89,0.3104,56.3%
panamax,14d,top100,level,100.0,100,1912.59,2386.08,14.01,0.4963,53.2%
panamax,14d,top100,level,1000.0,100,2172.11,2565.45,15.77,0.4178,51.7%
panamax,14d,top100,level,5000.0,100,2557.85,2989.29,18.3,0.2095,50.9%
panamax,14d,top100,level,10000.0,100,2675.31,3136.3,19.08,0.1298,50.9%
panamax,14d,top100,abs_change,10.0,100,2148.21,2755.98,15.7,0.3281,55.6%
panamax,14d,top100,abs_change,100.0,100,1805.28,2258.09,13.21,0.5489,55.0%
panamax,14d,top100,abs_change,1000.0,100,1708.67,2047.47,12.32,0.6291,59.9%
