freight_class,horizon,feature_set,target_transformation,alpha,num_features,val_MAE,val_RMSE,val_sMAPE,val_R2,val_DirAcc
panamax,14d,top100,abs_change,5000.0,100,1708.31,2058.34,12.2,0.6252,59.4%
panamax,14d,top100,abs_change,10000.0,100,1721.8,2086.11,12.26,0.615,61.2%
panamax,14d,top100,pct_change,10.0,100,1916.18,2374.46,14.0,0.5012,60.5%
panamax,14d,top100,pct_change,100.0,100,1732.46,2128.09,12.71,0.5994,56.8%
panamax,14d,top100,pct_change,1000.0,100,1680.74,2002.89,12.17,0.6451,58.4%
panamax,14d,top100,pct_change,5000.0,100,1727.82,2068.14,12.34,0.6216,59.9%
panamax,14d,top100,pct_change,10000.0,100,1757.66,2110.83,12.5,0.6058,55.0%
panamax,30d,full,level,10.0,441,2896.29,3440.47,21.31,-0.0586,61.0%
panamax,30d,full,level,100.0,441,2662.12,3271.65,19.61,0.0427,63.3%
panamax,30d,full,level,1000.0,441,2445.04,3102.14,18.05,0.1393,59.2%
panamax,30d,full,level,5000.0,441,2432.85,2982.65,17.51,0.2044,51.2%
panamax,30d,full,level,10000.0,441,2559.22,3066.44,18.33,0.159,52.2%
panamax,30d,full,abs_change,10.0,441,2863.32,3399.83,21.05,-0.0338,61.5%
panamax,30d,full,abs_change,100.0,441,2555.94,3166.71,18.9,0.1031,67.4%
panamax,30d,full,abs_change,1000.0,441,2386.99,2994.09,17.91,0.1983,65.6%
panamax,30d,full,abs_change,5000.0,441,2159.33,2662.21,15.85,0.3661,67.2%
panamax,30d,full,abs_change,10000.0,441,2183.29,2659.4,16.01,0.3675,70.0%
panamax,30d,full,pct_change,10.0,441,3499.15,4355.01,25.43,-0.6962,56.8%
panamax,30d,full,pct_change,100.0,441,3043.79,3678.41,22.84,-0.2101,70.0%
panamax,30d,full,pct_change,1000.0,441,2409.58,3006.59,17.96,0.1915,66.4%
panamax,30d,full,pct_change,5000.0,441,2139.6,2617.33,15.72,0.3873,68.7%
panamax,30d,full,pct_change,10000.0,441,2211.09,2641.31,16.17,0.3761,68.0%
panamax,30d,compact,level,10.0,218,3273.43,4183.73,25.22,-0.5654,66.1%
panamax,30d,compact,level,100.0,218,2954.19,3722.0,22.22,-0.239,72.6%
panamax,30d,compact,level,1000.0,218,2099.91,2669.07,15.44,0.3629,64.9%
panamax,30d,compact,level,5000.0,218,2501.56,2998.15,18.13,0.1961,59.2%
panamax,30d,compact,level,10000.0,218,2687.11,3255.59,19.36,0.0521,57.4%
panamax,30d,compact,abs_change,10.0,218,3191.36,4041.89,24.12,-0.4611,68.5%
panamax,30d,compact,abs_change,100.0,218,2788.68,3455.39,21.01,-0.0678,72.6%
panamax,30d,compact,abs_change,1000.0,218,2211.78,2747.18,16.75,0.325,77.3%
panamax,30d,compact,abs_change,5000.0,218,2102.99,2567.23,15.32,0.4106,79.1%
panamax,30d,compact,abs_change,10000.0,218,2164.29,2634.93,15.74,0.3791,79.3%
panamax,30d,compact,pct_change,10.0,218,3980.89,4952.23,31.24,-1.1934,70.5%
panamax,30d,compact,pct_change,100.0,218,3377.34,4014.36,25.72,-0.4412,72.1%
panamax,30d,compact,pct_change,1000.0,218,2295.03,2876.44,17.45,0.26,77.3%
panamax,30d,compact,pct_change,5000.0,218,2149.65,2620.91,15.65,0.3857,74.9%
panamax,30d,compact,pct_change,10000.0,218,2249.27,2691.23,16.29,0.3523,70.8%
panamax,30d,top20,level,10.0,20,1922.3,2357.62,14.03,0.5029,67.7%
panamax,30d,top20,level,100.0,20,2171.65,2582.01,15.79,0.4038,58.7%
panamax,30d,top20,level,1000.0,20,2234.35,2647.89,16.22,0.3729,54.8%
panamax,30d,top20,level,5000.0,20,2219.17,2631.12,16.19,0.3809,58.4%
panamax,30d,top20,level,10000.0,20,2211.22,2643.95,16.22,0.3748,62.3%
panamax,30d,top20,abs_change,10.0,20,1882.94,2345.77,13.71,0.5079,72.1%
panamax,30d,top20,abs_change,100.0,20,2128.07,2553.87,15.41,0.4167,58.9%
panamax,30d,top20,abs_change,1000.0,20,2233.99,2662.82,15.92,0.3659,51.7%
panamax,30d,top20,abs_change,5000.0,20,2354.51,2747.9,16.84,0.3247,51.2%
panamax,30d,top20,abs_change,10000.0,20,2417.54,2813.21,17.38,0.2922,51.2%
panamax,30d,top20,pct_change,10.0,20,2145.5,2552.82,15.71,0.4172,59.2%
panamax,30d,top20,pct_change,100.0,20,2309.75,2701.33,16.67,0.3474,54.3%
panamax,30d,top20,pct_change,1000.0,20,2493.91,2901.34,17.66,0.2472,48.1%
panamax,30d,top20,pct_change,5000.0,20,2596.69,2985.16,18.41,0.203,41.6%
panamax,30d,top20,pct_change,10000.0,20,2636.84,3021.79,18.73,0.1834,41.6%
panamax,30d,top50,level,10.0,50,1801.16,2337.99,13.23,0.5111,78.6%
panamax,30d,top50,level,100.0,50,1911.44,2358.32,14.04,0.5026,68.2%
panamax,30d,top50,level,1000.0,50,2193.36,2608.88,16.06,0.3913,60.2%
panamax,30d,top50,level,5000.0,50,2310.46,2739.63,16.89,0.3287,60.5%
panamax,30d,top50,level,10000.0,50,2334.07,2780.36,17.08,0.3086,62.0%
panamax,30d,top50,abs_change,10.0,50,1796.27,2335.55,13.2,0.5122,78.6%
panamax,30d,top50,abs_change,100.0,50,1851.9,2288.1,13.59,0.5318,69.0%
panamax,30d,top50,abs_change,1000.0,50,2037.53,2437.46,14.7,0.4686,69.0%
panamax,30d,top50,abs_change,5000.0,50,2250.71,2646.78,16.12,0.3735,64.3%
panamax,30d,top50,abs_change,10000.0,50,2334.06,2731.8,16.76,0.3326,63.8%
panamax,30d,top50,pct_change,10.0,50,2084.16,2596.16,15.36,0.3972,60.5%
panamax,30d,top50,pct_change,100.0,50,2120.55,2553.09,15.56,0.417,55.3%
panamax,30d,top50,pct_change,1000.0,50,2293.72,2652.42,16.56,0.3708,54.3%
panamax,30d,top50,pct_change,5000.0,50,2498.11,2873.96,17.8,0.2613,43.7%
panamax,30d,top50,pct_change,10000.0,50,2564.18,2946.21,18.25,0.2237,41.6%
panamax,30d,top100,level,10.0,100,2640.91,3326.68,19.44,0.0102,61.0%
panamax,30d,top100,level,100.0,100,2090.71,2718.06,15.33,0.3393,65.1%
panamax,30d,top100,level,1000.0,100,2179.09,2602.22,15.98,0.3944,63.8%
panamax,30d,top100,level,5000.0,100,2575.68,3064.97,18.61,0.1598,55.8%
panamax,30d,top100,level,10000.0,100,2730.83,3264.4,19.6,0.047,56.3%
panamax,30d,top100,abs_change,10.0,100,2629.76,3321.87,19.35,0.0131,61.0%
panamax,30d,top100,abs_change,100.0,100,2034.26,2670.99,14.87,0.362,69.0%
panamax,30d,top100,abs_change,1000.0,100,1933.49,2357.97,14.04,0.5027,73.9%
panamax,30d,top100,abs_change,5000.0,100,2087.16,2498.54,15.09,0.4417,75.7%
panamax,30d,top100,abs_change,10000.0,100,2176.52,2594.46,15.75,0.398,75.2%
panamax,30d,top100,pct_change,10.0,100,2982.2,3530.28,22.03,-0.1146,61.5%
panamax,30d,top100,pct_change,100.0,100,2305.0,2808.38,16.9,0.2946,57.9%
panamax,30d,top100,pct_change,1000.0,100,2024.99,2440.27,14.98,0.4674,66.4%
panamax,30d,top100,pct_change,5000.0,100,2212.53,2598.41,16.11,0.3962,71.1%
panamax,30d,top100,pct_change,10000.0,100,2316.47,2707.59,16.78,0.3443,67.4%
supramax,1d,full,level,10.0,441,304.48,444.05,2.23,0.972,63.8%
supramax,1d,full,level,100.0,441,467.76,558.71,3.47,0.9556,60.2%
supramax,1d,full,level,1000.0,441,567.24,703.78,4.32,0.9296,60.7%
supramax,1d,full,level,5000.0,441,835.72,1084.16,6.32,0.8329,57.9%
supramax,1d,full,level,10000.0,441,1135.72,1392.24,8.44,0.7244,51.4%
supramax,1d,full,abs_change,10.0,441,266.87,412.47,1.94,0.9758,60.2%
supramax,1d,full,abs_change,100.0,441,211.98,299.46,1.54,0.9872,65.9%
supramax,1d,full,abs_change,1000.0,441,157.11,216.23,1.16,0.9934,68.5%
supramax,1d,full,abs_change,5000.0,441,144.06,201.14,1.07,0.9942,68.7%
supramax,1d,full,abs_change,10000.0,441,145.54,203.61,1.07,0.9941,70.3%
supramax,1d,full,pct_change,10.0,441,683.9,1024.74,5.01,0.8507,40.1%
supramax,1d,full,pct_change,100.0,441,504.78,685.17,3.63,0.9332,45.5%
supramax,1d,full,pct_change,1000.0,441,278.38,355.73,2.02,0.982,48.8%
supramax,1d,full,pct_change,5000.0,441,195.35,259.99,1.42,0.9904,50.4%
supramax,1d,full,pct_change,10000.0,441,183.07,246.03,1.33,0.9914,50.4%
supramax,1d,compact,level,10.0,218,676.58,897.83,5.01,0.8854,50.1%
supramax,1d,compact,level,100.0,218,670.49,847.56,4.96,0.8978,50.9%
supramax,1d,compact,level,1000.0,218,1073.94,1424.18,7.83,0.7116,50.4%
supramax,1d,compact,level,5000.0,218,1928.67,2218.23,13.72,0.3003,47.0%
supramax,1d,compact,level,10000.0,218,2155.98,2435.63,15.35,0.1564,46.8%
supramax,1d,compact,abs_change,10.0,218,268.62,434.82,1.96,0.9731,59.9%
supramax,1d,compact,abs_change,100.0,218,196.45,273.15,1.44,0.9894,58.7%
supramax,1d,compact,abs_change,1000.0,218,167.13,230.91,1.22,0.9924,59.2%
supramax,1d,compact,abs_change,5000.0,218,171.9,234.29,1.24,0.9922,58.9%
supramax,1d,compact,abs_change,10000.0,218,173.92,235.52,1.25,0.9921,57.9%
supramax,1d,compact,pct_change,10.0,218,374.08,569.48,2.68,0.9539,54.0%
supramax,1d,compact,pct_change,100.0,218,268.68,357.67,1.92,0.9818,55.6%
supramax,1d,compact,pct_change,1000.0,218,188.78,255.91,1.36,0.9907,54.8%
supramax,1d,compact,pct_change,5000.0,218,171.69,235.92,1.24,0.9921,59.9%
supramax,1d,compact,pct_change,10000.0,218,172.24,235.22,1.24,0.9921,58.9%
supramax,1d,top20,level,10.0,20,308.22,402.83,2.2,0.9769,51.7%
supramax,1d,top20,level,100.0,20,562.56,759.46,3.98,0.918,53.0%
supramax,1d,top20,level,1000.0,20,748.79,1080.04,5.32,0.8341,51.9%
supramax,1d,top20,level,5000.0,20,851.67,1182.37,6.2,0.8012,48.8%
supramax,1d,top20,level,10000.0,20,951.47,1272.32,7.06,0.7698,48.1%
supramax,1d,top20,abs_change,10.0,20,145.51,204.13,1.05,0.9941,68.7%
supramax,1d,top20,abs_change,100.0,20,147.01,210.27,1.07,0.9937,64.3%
supramax,1d,top20,abs_change,1000.0,20,160.92,222.32,1.17,0.993,61.2%
supramax,1d,top20,abs_change,5000.0,20,167.44,228.27,1.21,0.9926,66.7%
supramax,1d,top20,abs_change,10000.0,20,168.51,229.29,1.22,0.9925,62.3%
supramax,1d,top20,pct_change,10.0,20,215.47,286.59,1.52,0.9883,58.7%
supramax,1d,top20,pct_change,100.0,20,157.15,221.11,1.14,0.993,59.4%
supramax,1d,top20,pct_change,1000.0,20,164.54,224.56,1.19,0.9928,53.7%
supramax,1d,top20,pct_change,5000.0,20,170.59,229.59,1.24,0.9925,44.4%
supramax,1d,top20,pct_change,10000.0,20,171.53,230.5,1.24,0.9924,44.4%
supramax,1d,top50,level,10.0,50,192.47,250.13,1.39,0.9911,63.3%
supramax,1d,top50,level,100.0,50,314.03,396.94,2.25,0.9776,56.8%
supramax,1d,top50,level,1000.0,50,553.95,702.07,3.98,0.9299,53.7%
supramax,1d,top50,level,5000.0,50,638.06,806.73,4.66,0.9075,53.0%
supramax,1d,top50,level,10000.0,50,673.71,848.72,4.98,0.8976,52.7%
supramax,1d,top50,abs_change,10.0,50,149.36,201.84,1.08,0.9942,72.4%
supramax,1d,top50,abs_change,100.0,50,144.21,200.51,1.05,0.9943,71.3%
supramax,1d,top50,abs_change,1000.0,50,151.81,212.63,1.1,0.9936,66.9%
supramax,1d,top50,abs_change,5000.0,50,162.95,223.86,1.18,0.9929,64.3%
supramax,1d,top50,abs_change,10000.0,50,165.89,226.75,1.2,0.9927,65.6%
supramax,1d,top50,pct_change,10.0,50,317.75,413.74,2.2,0.9757,57.6%
supramax,1d,top50,pct_change,100.0,50,192.59,258.75,1.36,0.9905,60.5%
supramax,1d,top50,pct_change,1000.0,50,153.72,216.3,1.12,0.9933,64.6%
supramax,1d,top50,pct_change,5000.0,50,164.28,224.15,1.19,0.9929,57.9%
supramax,1d,top50,pct_change,10000.0,50,167.89,227.25,1.22,0.9927,50.9%
supramax,1d,top100,level,10.0,100,241.7,302.13,1.7,0.987,58.1%
supramax,1d,top100,level,100.0,100,379.1,465.98,2.69,0.9691,56.6%
supramax,1d,top100,level,1000.0,100,583.45,751.09,4.34,0.9198,52.7%
supramax,1d,top100,level,5000.0,100,1134.45,1323.86,8.46,0.7508,45.2%
supramax,1d,top100,level,10000.0,100,1403.07,1599.16,10.39,0.6363,45.2%
supramax,1d,top100,abs_change,10.0,100,165.7,215.48,1.19,0.9934,70.8%
supramax,1d,top100,abs_change,100.0,100,148.37,202.2,1.08,0.9942,68.0%
supramax,1d,top100,abs_change,1000.0,100,149.86,208.8,1.1,0.9938,64.3%
supramax,1d,top100,abs_change,5000.0,100,161.87,221.1,1.18,0.993,60.7%
supramax,1d,top100,abs_change,10000.0,100,164.76,224.49,1.19,0.9928,59.7%
supramax,1d,top100,pct_change,10.0,100,369.67,469.41,2.53,0.9687,59.4%
supramax,1d,top100,pct_change,100.0,100,213.38,273.55,1.5,0.9894,58.4%
supramax,1d,top100,pct_change,1000.0,100,150.36,211.52,1.1,0.9936,66.1%
supramax,1d,top100,pct_change,5000.0,100,160.83,220.84,1.17,0.9931,65.4%
supramax,1d,top100,pct_change,10000.0,100,164.99,224.74,1.19,0.9928,60.5%
supramax,7d,full,level,10.0,441,1464.55,1811.74,10.54,0.553,62.8%
supramax,7d,full,level,100.0,441,1197.39,1448.43,8.76,0.7143,66.4%
supramax,7d,full,level,1000.0,441,922.98,1142.27,6.89,0.8223,70.3%
supramax,7d,full,level,5000.0,441,1036.13,1323.19,7.7,0.7616,66.4%
supramax,7d,full,level,10000.0,441,1297.62,1593.03,9.57,0.6544,58.1%
supramax,7d,full,abs_change,10.0,441,1451.14,1798.83,10.48,0.5594,62.8%
supramax,7d,full,abs_change,100.0,441,1107.46,1378.84,8.07,0.7411,65.6%
supramax,7d,full,abs_change,1000.0,441,886.12,1127.38,6.56,0.8269,65.4%
supramax,7d,full,abs_change,5000.0,441,828.76,1065.81,6.14,0.8453,65.1%
supramax,7d,full,abs_change,10000.0,441,845.44,1076.44,6.22,0.8422,64.9%
supramax,7d,full,pct_change,10.0,441,1836.44,2465.16,13.7,0.1725,58.9%
supramax,7d,full,pct_change,100.0,441,1344.06,1785.06,9.9,0.5661,62.0%
supramax,7d,full,pct_change,1000.0,441,955.13,1257.92,7.03,0.7845,58.7%
supramax,7d,full,pct_change,5000.0,441,855.6,1116.67,6.29,0.8302,61.2%
supramax,7d,full,pct_change,10000.0,441,873.04,1118.38,6.4,0.8297,62.3%
supramax,7d,compact,level,10.0,218,1447.68,1912.52,11.06,0.5019,64.9%
supramax,7d,compact,level,100.0,218,1178.84,1444.92,8.8,0.7157,62.5%
supramax,7d,compact,level,1000.0,218,1141.55,1548.36,8.48,0.6735,62.0%
supramax,7d,compact,level,5000.0,218,1953.67,2394.76,14.01,0.2191,47.8%
supramax,7d,compact,level,10000.0,218,2212.62,2631.4,15.8,0.0571,47.5%
supramax,7d,compact,abs_change,10.0,218,1196.88,1655.26,9.02,0.6269,66.1%
supramax,7d,compact,abs_change,100.0,218,1027.14,1298.24,7.6,0.7705,65.6%
supramax,7d,compact,abs_change,1000.0,218,891.47,1152.94,6.56,0.819,65.4%
supramax,7d,compact,abs_change,5000.0,218,929.3,1175.23,6.76,0.8119,65.4%
supramax,7d,compact,abs_change,10000.0,218,945.06,1193.03,6.86,0.8062,64.6%
supramax,7d,compact,pct_change,10.0,218,1512.23,2121.23,11.46,0.3873,61.2%
supramax,7d,compact,pct_change,100.0,218,1211.24,1612.87,8.94,0.6458,61.0%
supramax,7d,compact,pct_change,1000.0,218,957.5,1281.39,7.0,0.7764,62.8%
supramax,7d,compact,pct_change,5000.0,218,925.18,1202.0,6.73,0.8033,64.1%
supramax,7d,compact,pct_change,10000.0,218,940.45,1203.03,6.83,0.8029,63.6%
supramax,7d,top20,level,10.0,20,879.27,1230.22,6.41,0.7939,64.6%
supramax,7d,top20,level,100.0,20,950.77,1342.44,6.85,0.7546,62.3%
supramax,7d,top20,level,1000.0,20,1003.28,1413.9,7.24,0.7278,61.0%
supramax,7d,top20,level,5000.0,20,1049.18,1441.73,7.72,0.717,61.2%
supramax,7d,top20,level,10000.0,20,1121.05,1493.81,8.37,0.6961,59.7%
supramax,7d,top20,abs_change,10.0,20,804.61,1112.19,5.89,0.8316,65.4%
supramax,7d,top20,abs_change,100.0,20,805.61,1073.98,5.88,0.8429,63.3%
supramax,7d,top20,abs_change,1000.0,20,900.48,1141.01,6.57,0.8227,68.2%
supramax,7d,top20,abs_change,5000.0,20,932.51,1173.71,6.82,0.8124,58.9%
supramax,7d,top20,abs_change,10000.0,20,937.78,1179.5,6.86,0.8106,60.5%
supramax,7d,top20,pct_change,10.0,20,799.27,1107.06,5.83,0.8331,67.2%
supramax,7d,top20,pct_change,100.0,20,814.04,1081.82,5.96,0.8406,64.1%
supramax,7d,top20,pct_change,1000.0,20,921.43,1154.24,6.72,0.8186,59.4%
supramax,7d,top20,pct_change,5000.0,20,952.35,1184.34,6.95,0.809,42.4%
supramax,7d,top20,pct_change,10000.0,20,957.24,1189.59,6.98,0.8073,42.4%
supramax,7d,top50,level,10.0,50,887.87,1166.97,6.54,0.8146,67.2%
supramax,7d,top50,level,100.0,50,866.77,1141.77,6.32,0.8225,69.8%
supramax,7d,top50,level,1000.0,50,869.88,1198.53,6.31,0.8044,60.2%
supramax,7d,top50,level,5000.0,50,915.04,1243.4,6.7,0.7895,62.8%
supramax,7d,top50,level,10000.0,50,945.6,1263.71,7.0,0.7825,62.5%
supramax,7d,top50,abs_change,10.0,50,874.98,1146.09,6.44,0.8211,66.7%
supramax,7d,top50,abs_change,100.0,50,807.21,1057.01,5.92,0.8479,68.0%
supramax,7d,top50,abs_change,1000.0,50,848.09,1088.9,6.21,0.8385,68.5%
supramax,7d,top50,abs_change,5000.0,50,910.75,1152.26,6.67,0.8192,70.0%
supramax,7d,top50,abs_change,10000.0,50,925.04,1166.68,6.77,0.8147,62.5%
supramax,7d,top50,pct_change,10.0,50,901.48,1182.86,6.58,0.8095,66.9%
supramax,7d,top50,pct_change,100.0,50,823.3,1073.73,6.03,0.843,68.7%
supramax,7d,top50,pct_change,1000.0,50,861.28,1100.19,6.32,0.8352,68.7%
supramax,7d,top50,pct_change,5000.0,50,927.76,1160.73,6.78,0.8165,49.9%
supramax,7d,top50,pct_change,10000.0,50,942.36,1174.9,6.89,0.812,48.1%
supramax,7d,top100,level,10.0,100,1075.39,1335.72,7.87,0.7571,61.8%
supramax,7d,top100,level,100.0,100,954.03,1226.11,7.01,0.7953,62.5%
supramax,7d,top100,level,1000.0,100,957.27,1266.85,7.25,0.7815,59.2%
supramax,7d,top100,level,5000.0,100,1484.52,1755.38,11.03,0.5804,48.3%
supramax,7d,top100,level,10000.0,100,1698.76,1969.86,12.53,0.4716,47.3%
supramax,7d,top100,abs_change,10.0,100,1024.61,1275.23,7.52,0.7786,63.8%
supramax,7d,top100,abs_change,100.0,100,846.61,1113.19,6.3,0.8313,61.0%
supramax,7d,top100,abs_change,1000.0,100,878.92,1103.86,6.52,0.8341,59.7%
supramax,7d,top100,abs_change,5000.0,100,922.81,1149.9,6.78,0.8199,56.3%
supramax,7d,top100,abs_change,10000.0,100,926.66,1158.93,6.79,0.8171,55.6%
supramax,7d,top100,pct_change,10.0,100,1129.34,1418.74,8.1,0.7259,65.4%
supramax,7d,top100,pct_change,100.0,100,857.55,1118.79,6.3,0.8296,65.4%
supramax,7d,top100,pct_change,1000.0,100,864.59,1092.88,6.38,0.8374,60.2%
supramax,7d,top100,pct_change,5000.0,100,926.09,1154.82,6.77,0.8184,53.5%
supramax,7d,top100,pct_change,10000.0,100,937.58,1168.61,6.85,0.814,46.8%
supramax,14d,full,level,10.0,441,2248.79,2823.97,17.2,-0.0771,69.3%
supramax,14d,full,level,100.0,441,2046.87,2452.79,15.31,0.1874,65.6%
supramax,14d,full,level,1000.0,441,1316.88,1712.18,9.69,0.6041,69.3%
supramax,14d,full,level,5000.0,441,1225.84,1623.75,9.01,0.6439,72.4%
supramax,14d,full,level,10000.0,441,1485.83,1841.56,10.86,0.542,66.7%
supramax,14d,full,abs_change,10.0,441,2236.75,2818.56,17.18,-0.073,69.0%
supramax,14d,full,abs_change,100.0,441,1961.56,2418.59,14.77,0.2099,66.1%
supramax,14d,full,abs_change,1000.0,441,1445.62,1880.41,10.7,0.5224,64.6%
supramax,14d,full,abs_change,5000.0,441,1301.65,1724.72,9.59,0.5982,63.0%
supramax,14d,full,abs_change,10000.0,441,1339.02,1736.7,9.82,0.5926,62.8%
supramax,14d,full,pct_change,10.0,441,2996.48,3771.95,23.32,-0.9216,62.8%
supramax,14d,full,pct_change,100.0,441,2352.52,3069.04,17.93,-0.2722,63.8%
supramax,14d,full,pct_change,1000.0,441,1624.92,2180.28,12.06,0.358,60.7%
supramax,14d,full,pct_change,5000.0,441,1360.71,1827.3,9.98,0.549,66.1%
supramax,14d,full,pct_change,10000.0,441,1368.14,1798.94,10.01,0.5629,66.1%
supramax,14d,compact,level,10.0,218,2322.73,2770.58,17.59,-0.0368,64.1%
supramax,14d,compact,level,100.0,218,1997.99,2383.71,14.79,0.2326,63.3%
supramax,14d,compact,level,1000.0,218,1240.0,1579.09,9.2,0.6632,69.0%
supramax,14d,compact,level,5000.0,218,1889.23,2317.97,13.76,0.2743,51.9%
supramax,14d,compact,level,10000.0,218,2172.09,2639.99,15.64,0.0587,51.7%
supramax,14d,compact,abs_change,10.0,218,2075.25,2511.32,15.62,0.1482,64.6%
supramax,14d,compact,abs_change,100.0,218,1902.76,2359.7,14.36,0.2479,62.5%
supramax,14d,compact,abs_change,1000.0,218,1519.99,1973.59,11.23,0.4739,63.6%
supramax,14d,compact,abs_change,5000.0,218,1402.61,1815.36,10.17,0.5549,63.8%
supramax,14d,compact,abs_change,10000.0,218,1426.33,1829.91,10.31,0.5477,63.0%
supramax,14d,compact,pct_change,10.0,218,2596.45,3238.95,19.94,-0.4169,58.4%
supramax,14d,compact,pct_change,100.0,218,2213.4,2873.17,16.81,-0.115,57.4%
supramax,14d,compact,pct_change,1000.0,218,1692.64,2283.35,12.54,0.2958,58.7%
supramax,14d,compact,pct_change,5000.0,218,1437.13,1929.5,10.43,0.4972,63.0%
supramax,14d,compact,pct_change,10000.0,218,1437.7,1884.18,10.42,0.5205,62.3%
supramax,14d,top20,level,10.0,20,1248.69,1791.41,9.09,0.5666,71.6%
supramax,14d,top20,level,100.0,20,1225.24,1747.67,8.91,0.5875,67.7%
supramax,14d,top20,level,1000.0,20,1271.05,1767.24,9.32,0.5782,63.0%
supramax,14d,top20,level,5000.0,20,1311.93,1772.11,9.72,0.5759,63.3%
supramax,14d,top20,level,10000.0,20,1359.3,1793.2,10.16,0.5657,61.2%
supramax,14d,top20,abs_change,10.0,20,1215.99,1704.34,8.89,0.6077,69.0%
supramax,14d,top20,abs_change,100.0,20,1246.32,1633.37,9.1,0.6397,68.7%
supramax,14d,top20,abs_change,1000.0,20,1415.23,1778.71,10.34,0.5727,70.8%
supramax,14d,top20,abs_change,5000.0,20,1456.91,1826.79,10.65,0.5493,59.2%
supramax,14d,top20,abs_change,10000.0,20,1463.6,1835.64,10.7,0.5449,59.2%
supramax,14d,top20,pct_change,10.0,20,1205.07,1680.81,8.81,0.6184,71.1%
supramax,14d,top20,pct_change,100.0,20,1283.4,1659.58,9.42,0.628,69.3%
supramax,14d,top20,pct_change,1000.0,20,1460.72,1816.39,10.64,0.5544,47.8%
supramax,14d,top20,pct_change,5000.0,20,1498.1,1861.53,10.9,0.532,43.9%
supramax,14d,top20,pct_change,10000.0,20,1504.16,1869.46,10.94,0.528,43.9%
supramax,14d,top50,level,10.0,50,1365.99,1882.87,10.19,0.5212,72.4%
supramax,14d,top50,level,100.0,50,1270.84,1722.35,9.28,0.5993,71.6%
supramax,14d,top50,level,1000.0,50,1213.83,1639.5,8.92,0.637,66.7%
supramax,14d,top50,level,5000.0,50,1284.96,1664.34,9.5,0.6259,65.6%
supramax,14d,top50,level,10000.0,50,1304.36,1670.03,9.69,0.6233,63.8%
supramax,14d,top50,abs_change,10.0,50,1363.23,1868.62,10.18,0.5284,71.1%
supramax,14d,top50,abs_change,100.0,50,1228.45,1650.81,9.03,0.6319,68.7%
supramax,14d,top50,abs_change,1000.0,50,1303.04,1666.21,9.57,0.625,69.8%
supramax,14d,top50,abs_change,5000.0,50,1420.48,1786.3,10.4,0.569,66.4%
supramax,14d,top50,abs_change,10000.0,50,1442.99,1811.35,10.56,0.5569,58.7%
supramax,14d,top50,pct_change,10.0,50,1341.33,1842.99,9.97,0.5412,70.8%
supramax,14d,top50,pct_change,100.0,50,1226.82,1633.8,9.03,0.6395,67.2%
supramax,14d,top50,pct_change,1000.0,50,1348.58,1695.61,9.91,0.6117,72.1%
supramax,14d,top50,pct_change,5000.0,50,1461.05,1815.34,10.66,0.5549,50.1%
supramax,14d,top50,pct_change,10000.0,50,1481.9,1840.46,10.8,0.5425,47.0%
supramax,14d,top100,level,10.0,100,1661.53,2100.12,12.3,0.4043,64.9%
supramax,14d,top100,level,100.0,100,1457.18,1891.91,10.68,0.5166,65.6%
supramax,14d,top100,level,1000.0,100,1294.51,1677.05,9.74,0.6201,64.3%
supramax,14d,top100,level,5000.0,100,1729.91,2082.01,12.81,0.4145,56.1%
supramax,14d,top100,level,10000.0,100,1901.56,2261.3,13.98,0.3094,51.2%
supramax,14d,top100,abs_change,10.0,100,1627.55,2050.96,12.08,0.4319,64.6%
supramax,14d,top100,abs_change,100.0,100,1398.29,1810.01,10.31,0.5575,65.1%
supramax,14d,top100,abs_change,1000.0,100,1307.6,1666.42,9.69,0.6249,63.0%
supramax,14d,top100,abs_change,5000.0,100,1387.57,1746.63,10.19,0.588,60.7%
supramax,14d,top100,abs_change,10000.0,100,1410.31,1771.16,10.33,0.5763,61.0%
supramax,14d,top100,pct_change,10.0,100,1704.07,2135.42,12.5,0.3841,66.1%
supramax,14d,top100,pct_change,100.0,100,1366.45,1769.88,10.09,0.5769,61.2%
supramax,14d,top100,pct_change,1000.0,100,1336.38,1690.15,9.87,0.6142,61.5%
supramax,14d,top100,pct_change,5000.0,100,1428.54,1785.19,10.45,0.5696,53.5%
supramax,14d,top100,pct_change,10000.0,100,1453.09,1812.23,10.61,0.5564,49.9%
supramax,30d,full,level,10.0,441,3018.54,3890.62,24.37,-1.2166,66.1%
supramax,30d,full,level,100.0,441,3035.16,3721.55,24.31,-1.0282,63.8%
supramax,30d,full,level,1000.0,441,2405.25,3133.23,18.92,-0.4376,63.6%
supramax,30d,full,level,5000.0,441,1635.34,2220.18,12.36,0.2782,72.4%
supramax,30d,full,level,10000.0,441,1596.16,2088.37,11.86,0.3613,66.7%
supramax,30d,full,abs_change,10.0,441,3059.36,3910.85,24.69,-1.2397,63.6%
supramax,30d,full,abs_change,100.0,441,3060.31,3724.09,24.45,-1.0309,58.7%
supramax,30d,full,abs_change,1000.0,441,2635.66,3371.96,20.82,-0.665,60.7%
supramax,30d,full,abs_change,5000.0,441,2107.53,2758.92,16.08,-0.1146,61.5%
supramax,30d,full,abs_change,10000.0,441,1981.48,2608.01,14.97,0.004,60.5%
supramax,30d,full,pct_change,10.0,441,4017.79,4882.82,33.8,-2.4914,62.0%
