feature_name,computation_formula,window_start,window_end,includes_future_t_plus_h,is_suspect,suspect_reason
mkt_brent_usd_per_barrel_pchg_7,(mkt_brent_usd_per_barrel(t) - mkt_brent_usd_per_barrel(t - 7)) / mkt_brent_usd_per_barrel(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_brent_usd_per_barrel_chg_14,mkt_brent_usd_per_barrel(t) - mkt_brent_usd_per_barrel(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_brent_usd_per_barrel_pchg_14,(mkt_brent_usd_per_barrel(t) - mkt_brent_usd_per_barrel(t - 14)) / mkt_brent_usd_per_barrel(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_wti_usd_per_barrel_chg_1,mkt_wti_usd_per_barrel(t) - mkt_wti_usd_per_barrel(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_wti_usd_per_barrel_pchg_1,(mkt_wti_usd_per_barrel(t) - mkt_wti_usd_per_barrel(t - 1)) / mkt_wti_usd_per_barrel(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_wti_usd_per_barrel_chg_7,mkt_wti_usd_per_barrel(t) - mkt_wti_usd_per_barrel(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_wti_usd_per_barrel_pchg_7,(mkt_wti_usd_per_barrel(t) - mkt_wti_usd_per_barrel(t - 7)) / mkt_wti_usd_per_barrel(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_wti_usd_per_barrel_chg_14,mkt_wti_usd_per_barrel(t) - mkt_wti_usd_per_barrel(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_wti_usd_per_barrel_pchg_14,(mkt_wti_usd_per_barrel(t) - mkt_wti_usd_per_barrel(t - 14)) / mkt_wti_usd_per_barrel(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_n10d_chg_1,mkt_n10d(t) - mkt_n10d(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_n10d_pchg_1,(mkt_n10d(t) - mkt_n10d(t - 1)) / mkt_n10d(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_n10d_chg_7,mkt_n10d(t) - mkt_n10d(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_n10d_pchg_7,(mkt_n10d(t) - mkt_n10d(t - 7)) / mkt_n10d(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_n10d_chg_14,mkt_n10d(t) - mkt_n10d(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_n10d_pchg_14,(mkt_n10d(t) - mkt_n10d(t - 14)) / mkt_n10d(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_gprd_chg_1,mkt_gprd(t) - mkt_gprd(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_gprd_pchg_1,(mkt_gprd(t) - mkt_gprd(t - 1)) / mkt_gprd(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_gprd_chg_7,mkt_gprd(t) - mkt_gprd(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_gprd_pchg_7,(mkt_gprd(t) - mkt_gprd(t - 7)) / mkt_gprd(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_gprd_chg_14,mkt_gprd(t) - mkt_gprd(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_gprd_pchg_14,(mkt_gprd(t) - mkt_gprd(t - 14)) / mkt_gprd(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_iron_ore_cfr_spot_chg_1,mkt_iron_ore_cfr_spot(t) - mkt_iron_ore_cfr_spot(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_iron_ore_cfr_spot_pchg_1,(mkt_iron_ore_cfr_spot(t) - mkt_iron_ore_cfr_spot(t - 1)) / mkt_iron_ore_cfr_spot(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_iron_ore_cfr_spot_chg_7,mkt_iron_ore_cfr_spot(t) - mkt_iron_ore_cfr_spot(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_iron_ore_cfr_spot_pchg_7,(mkt_iron_ore_cfr_spot(t) - mkt_iron_ore_cfr_spot(t - 7)) / mkt_iron_ore_cfr_spot(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_iron_ore_cfr_spot_chg_14,mkt_iron_ore_cfr_spot(t) - mkt_iron_ore_cfr_spot(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_iron_ore_cfr_spot_pchg_14,(mkt_iron_ore_cfr_spot(t) - mkt_iron_ore_cfr_spot(t - 14)) / mkt_iron_ore_cfr_spot(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_australian_chg_1,mkt_coal_australian(t) - mkt_coal_australian(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_australian_pchg_1,(mkt_coal_australian(t) - mkt_coal_australian(t - 1)) / mkt_coal_australian(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_australian_chg_7,mkt_coal_australian(t) - mkt_coal_australian(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_australian_pchg_7,(mkt_coal_australian(t) - mkt_coal_australian(t - 7)) / mkt_coal_australian(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_australian_chg_14,mkt_coal_australian(t) - mkt_coal_australian(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_australian_pchg_14,(mkt_coal_australian(t) - mkt_coal_australian(t - 14)) / mkt_coal_australian(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_south_african_chg_1,mkt_coal_south_african(t) - mkt_coal_south_african(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_south_african_pchg_1,(mkt_coal_south_african(t) - mkt_coal_south_african(t - 1)) / mkt_coal_south_african(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_south_african_chg_7,mkt_coal_south_african(t) - mkt_coal_south_african(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_south_african_pchg_7,(mkt_coal_south_african(t) - mkt_coal_south_african(t - 7)) / mkt_coal_south_african(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_south_african_chg_14,mkt_coal_south_african(t) - mkt_coal_south_african(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_coal_south_african_pchg_14,(mkt_coal_south_african(t) - mkt_coal_south_african(t - 14)) / mkt_coal_south_african(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_copper_chg_1,mkt_copper(t) - mkt_copper(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_copper_pchg_1,(mkt_copper(t) - mkt_copper(t - 1)) / mkt_copper(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_copper_chg_7,mkt_copper(t) - mkt_copper(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_copper_pchg_7,(mkt_copper(t) - mkt_copper(t - 7)) / mkt_copper(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_copper_chg_14,mkt_copper(t) - mkt_copper(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_copper_pchg_14,(mkt_copper(t) - mkt_copper(t - 14)) / mkt_copper(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_aluminum_chg_1,mkt_aluminum(t) - mkt_aluminum(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_aluminum_pchg_1,(mkt_aluminum(t) - mkt_aluminum(t - 1)) / mkt_aluminum(t - 1),t - 1,t,False,True,Uses same-day close at t (window_end = t)
mkt_aluminum_chg_7,mkt_aluminum(t) - mkt_aluminum(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_aluminum_pchg_7,(mkt_aluminum(t) - mkt_aluminum(t - 7)) / mkt_aluminum(t - 7),t - 7,t,False,True,Uses same-day close at t (window_end = t)
mkt_aluminum_chg_14,mkt_aluminum(t) - mkt_aluminum(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
mkt_aluminum_pchg_14,(mkt_aluminum(t) - mkt_aluminum(t - 14)) / mkt_aluminum(t - 14),t - 14,t,False,True,Uses same-day close at t (window_end = t)
gdelt_event_count,GDELT_gdelt_event_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_geo_relevant_count,GDELT_gdelt_geo_relevant_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_india_relevant_count,GDELT_gdelt_india_relevant_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_maritime_relevant_count,GDELT_gdelt_maritime_relevant_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_high_intensity_count,GDELT_gdelt_high_intensity_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_med_intensity_count,GDELT_gdelt_med_intensity_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_low_intensity_count,GDELT_gdelt_low_intensity_count(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_intensity,GDELT_gdelt_mean_intensity(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_mentions,GDELT_gdelt_total_mentions(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_sources,GDELT_gdelt_total_sources(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_articles,GDELT_gdelt_total_articles(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_media_attention,GDELT_gdelt_mean_media_attention(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_max_media_attention,GDELT_gdelt_max_media_attention(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_tone,GDELT_gdelt_mean_tone(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_min_tone,GDELT_gdelt_min_tone(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_tone_negativity,GDELT_gdelt_mean_tone_negativity(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_max_tone_negativity,GDELT_gdelt_max_tone_negativity(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_goldstein,GDELT_gdelt_mean_goldstein(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_min_goldstein,GDELT_gdelt_min_goldstein(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_goldstein_magnitude,GDELT_gdelt_mean_goldstein_magnitude(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_max_goldstein_magnitude,GDELT_gdelt_max_goldstein_magnitude(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_event_count_sum_3d,GDELT_gdelt_event_count_sum_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_geo_relevant_count_sum_3d,GDELT_gdelt_geo_relevant_count_sum_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_india_relevant_count_sum_3d,GDELT_gdelt_india_relevant_count_sum_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_high_intensity_count_sum_3d,GDELT_gdelt_high_intensity_count_sum_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_intensity_ma_3d,GDELT_gdelt_mean_intensity_ma_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_mentions_sum_3d,GDELT_gdelt_total_mentions_sum_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_tone_negativity_ma_3d,GDELT_gdelt_mean_tone_negativity_ma_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_goldstein_magnitude_ma_3d,GDELT_gdelt_mean_goldstein_magnitude_ma_3d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_event_count_sum_7d,GDELT_gdelt_event_count_sum_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_geo_relevant_count_sum_7d,GDELT_gdelt_geo_relevant_count_sum_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_india_relevant_count_sum_7d,GDELT_gdelt_india_relevant_count_sum_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_high_intensity_count_sum_7d,GDELT_gdelt_high_intensity_count_sum_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_intensity_ma_7d,GDELT_gdelt_mean_intensity_ma_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_mentions_sum_7d,GDELT_gdelt_total_mentions_sum_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_tone_negativity_ma_7d,GDELT_gdelt_mean_tone_negativity_ma_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_goldstein_magnitude_ma_7d,GDELT_gdelt_mean_goldstein_magnitude_ma_7d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_event_count_sum_14d,GDELT_gdelt_event_count_sum_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_geo_relevant_count_sum_14d,GDELT_gdelt_geo_relevant_count_sum_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_india_relevant_count_sum_14d,GDELT_gdelt_india_relevant_count_sum_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_high_intensity_count_sum_14d,GDELT_gdelt_high_intensity_count_sum_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_intensity_ma_14d,GDELT_gdelt_mean_intensity_ma_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_mentions_sum_14d,GDELT_gdelt_total_mentions_sum_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_tone_negativity_ma_14d,GDELT_gdelt_mean_tone_negativity_ma_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_goldstein_magnitude_ma_14d,GDELT_gdelt_mean_goldstein_magnitude_ma_14d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_event_count_sum_30d,GDELT_gdelt_event_count_sum_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_geo_relevant_count_sum_30d,GDELT_gdelt_geo_relevant_count_sum_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_india_relevant_count_sum_30d,GDELT_gdelt_india_relevant_count_sum_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_high_intensity_count_sum_30d,GDELT_gdelt_high_intensity_count_sum_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_intensity_ma_30d,GDELT_gdelt_mean_intensity_ma_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_total_mentions_sum_30d,GDELT_gdelt_total_mentions_sum_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_tone_negativity_ma_30d,GDELT_gdelt_mean_tone_negativity_ma_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
gdelt_mean_goldstein_magnitude_ma_30d,GDELT_gdelt_mean_goldstein_magnitude_ma_30d(t),t,t,False,True,Same-day GDELT event count/sentiment at t (window_end = t)
cyclone_active_count,Cyclone_cyclone_active_count(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_max_wind,Cyclone_cyclone_max_wind(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_min_pressure,Cyclone_cyclone_min_pressure(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_port_exposure,Cyclone_cyclone_port_exposure(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_num_exposed_ports,Cyclone_cyclone_num_exposed_ports(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_landfall_any,Cyclone_cyclone_landfall_any(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_active,Cyclone_cyclone_active(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_active_sum_7d,Cyclone_cyclone_active_sum_7d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_max_wind_7d,Cyclone_cyclone_max_wind_7d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_exposure_sum_7d,Cyclone_cyclone_exposure_sum_7d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_active_sum_14d,Cyclone_cyclone_active_sum_14d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_max_wind_14d,Cyclone_cyclone_max_wind_14d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_exposure_sum_14d,Cyclone_cyclone_exposure_sum_14d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_active_sum_30d,Cyclone_cyclone_active_sum_30d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_max_wind_30d,Cyclone_cyclone_max_wind_30d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
cyclone_exposure_sum_30d,Cyclone_cyclone_exposure_sum_30d(t),t,t,False,True,Same-day cyclone proximity at t (window_end = t)
wx_dha_temp_max,Weather_wx_dha_temp_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_temp_mean,Weather_wx_dha_temp_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_precip_mm,Weather_wx_dha_precip_mm(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_wind_max,Weather_wx_dha_wind_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_gust_max,Weather_wx_dha_gust_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_wx_code,Weather_wx_dha_wx_code(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_temp_max,Weather_wx_gan_temp_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_temp_mean,Weather_wx_gan_temp_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_precip_mm,Weather_wx_gan_precip_mm(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_wind_max,Weather_wx_gan_wind_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_gust_max,Weather_wx_gan_gust_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_wx_code,Weather_wx_gan_wx_code(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_temp_max,Weather_wx_hal_temp_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_temp_mean,Weather_wx_hal_temp_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_precip_mm,Weather_wx_hal_precip_mm(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_wind_max,Weather_wx_hal_wind_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_gust_max,Weather_wx_hal_gust_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_wx_code,Weather_wx_hal_wx_code(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_temp_max,Weather_wx_par_temp_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_temp_mean,Weather_wx_par_temp_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_precip_mm,Weather_wx_par_precip_mm(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_wind_max,Weather_wx_par_wind_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_gust_max,Weather_wx_par_gust_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_wx_code,Weather_wx_par_wx_code(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_temp_max,Weather_wx_viz_temp_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_temp_mean,Weather_wx_viz_temp_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_precip_mm,Weather_wx_viz_precip_mm(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_wind_max,Weather_wx_viz_wind_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_gust_max,Weather_wx_viz_gust_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_wx_code,Weather_wx_viz_wx_code(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_wind_max,Weather_wx_all_wind_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_wind_mean,Weather_wx_all_wind_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_gust_max,Weather_wx_all_gust_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_precip_max,Weather_wx_all_precip_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_precip_mean,Weather_wx_all_precip_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_precip_sum,Weather_wx_all_precip_sum(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_temp_max,Weather_wx_all_temp_max(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_all_temp_mean,Weather_wx_all_temp_mean(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_high_wind_indicator,Weather_wx_high_wind_indicator(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_heavy_precip_indicator,Weather_wx_heavy_precip_indicator(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_adverse_indicator,Weather_wx_adverse_indicator(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_high_wind,Weather_wx_hal_high_wind(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_hal_heavy_precip,Weather_wx_hal_heavy_precip(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_high_wind,Weather_wx_par_high_wind(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_par_heavy_precip,Weather_wx_par_heavy_precip(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_high_wind,Weather_wx_dha_high_wind(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_dha_heavy_precip,Weather_wx_dha_heavy_precip(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_high_wind,Weather_wx_viz_high_wind(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_viz_heavy_precip,Weather_wx_viz_heavy_precip(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_high_wind,Weather_wx_gan_high_wind(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_gan_heavy_precip,Weather_wx_gan_heavy_precip(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_ports_high_wind_count,Weather_wx_ports_high_wind_count(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_ports_heavy_precip_count,Weather_wx_ports_heavy_precip_count(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_wind_max_3d,Weather_wx_wind_max_3d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_precip_max_3d,Weather_wx_precip_max_3d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_precip_mean_3d,Weather_wx_precip_mean_3d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_adverse_sum_3d,Weather_wx_adverse_sum_3d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_wind_max_7d,Weather_wx_wind_max_7d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_precip_max_7d,Weather_wx_precip_max_7d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_precip_mean_7d,Weather_wx_precip_mean_7d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
wx_adverse_sum_7d,Weather_wx_adverse_sum_7d(t),t,t,False,True,Same-day weather observation at t (window_end = t)
