date,freight_class,destination_port,current_rate_y0,forecast_30d_yhat,forecast_trend_delta,uncertainty_sigma_30d,trend_sigma_ratio,indicative_cost_risk_score,feasible_vessel_classes,recommendation,recommended_vessel_class,audit_rationale,realized_30d_rate_y30,realized_30d_return_pct,decision_success_evaluation
2025-01-22,supramax,Paradip,8483.0,10247.43,1764.43,2025.41,0.87,54.9,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.87 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",10923.0,28.76,SUCCESS (BUY NOW avoided +28.76% price rise)
2025-01-23,supramax,Paradip,8309.0,10158.3,1849.3,2025.41,0.91,55.2,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.91 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",11072.0,33.25,SUCCESS (BUY NOW avoided +33.25% price rise)
2025-01-24,supramax,Paradip,8106.0,10179.86,2073.86,2025.41,1.02,56.0,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.02 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",11420.0,40.88,SUCCESS (BUY NOW avoided +40.88% price rise)
2025-01-31,supramax,Paradip,7681.0,10099.85,2418.85,2025.41,1.19,57.3,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.19 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",11760.0,53.11,SUCCESS (BUY NOW avoided +53.11% price rise)
2025-02-03,supramax,Paradip,7538.0,9814.02,2276.02,2025.41,1.12,56.8,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.12 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",11935.0,58.33,SUCCESS (BUY NOW avoided +58.33% price rise)
2025-02-04,supramax,Paradip,7570.0,9830.65,2260.65,2025.41,1.12,56.7,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.12 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12368.0,63.38,SUCCESS (BUY NOW avoided +63.38% price rise)
2025-02-05,supramax,Paradip,7765.0,10190.45,2425.45,2025.41,1.2,57.3,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.20 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12563.0,61.79,SUCCESS (BUY NOW avoided +61.79% price rise)
2025-02-06,supramax,Paradip,8262.0,10355.28,2093.28,2025.41,1.03,56.1,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.03 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12563.0,52.06,SUCCESS (BUY NOW avoided +52.06% price rise)
2025-02-07,supramax,Paradip,8750.0,10488.85,1738.85,2025.41,0.86,54.8,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.86 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12579.0,43.76,SUCCESS (BUY NOW avoided +43.76% price rise)
2025-02-10,supramax,Paradip,8955.0,10659.89,1704.89,2025.41,0.84,54.7,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.84 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12585.0,40.54,SUCCESS (BUY NOW avoided +40.54% price rise)
2025-02-11,supramax,Paradip,9022.0,11072.8,2050.8,2025.41,1.01,55.9,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.01 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12567.0,39.29,SUCCESS (BUY NOW avoided +39.29% price rise)
2025-02-12,supramax,Paradip,9161.0,11061.03,1900.03,2025.41,0.94,55.4,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.94 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12542.0,36.91,SUCCESS (BUY NOW avoided +36.91% price rise)
2025-02-13,supramax,Paradip,9373.0,11216.1,1843.1,2025.41,0.91,55.2,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.91 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12440.0,32.72,SUCCESS (BUY NOW avoided +32.72% price rise)
2025-02-14,supramax,Paradip,9534.0,11305.77,1771.77,2025.41,0.87,54.9,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.87 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12330.0,29.33,SUCCESS (BUY NOW avoided +29.33% price rise)
2025-02-17,supramax,Paradip,9746.0,11481.26,1735.26,2025.41,0.86,54.8,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.86 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12246.0,25.65,SUCCESS (BUY NOW avoided +25.65% price rise)
2025-02-18,supramax,Paradip,9975.0,11740.25,1765.25,2025.41,0.87,54.9,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.87 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12185.0,22.16,SUCCESS (BUY NOW avoided +22.16% price rise)
2025-02-19,supramax,Paradip,10360.0,12034.17,1674.17,2025.41,0.83,54.5,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.83 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12173.0,17.5,SUCCESS (BUY NOW avoided +17.50% price rise)
2025-02-20,supramax,Paradip,10835.0,12470.15,1635.15,2025.41,0.81,54.4,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.81 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12083.0,11.52,SUCCESS (BUY NOW avoided +11.52% price rise)
2025-02-21,supramax,Paradip,11012.0,12378.66,1366.66,2025.41,0.67,53.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.4% of price level). Utilize index-linked contract with floating rate option.,11912.0,8.17,NEUTRAL (Index-linked contract adjusted with +8.17% market move)
2025-02-24,supramax,Paradip,11046.0,12459.37,1413.37,2025.41,0.7,53.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.3% of price level). Utilize index-linked contract with floating rate option.,11766.0,6.52,NEUTRAL (Index-linked contract adjusted with +6.52% market move)
2025-02-25,supramax,Paradip,11195.0,12250.15,1055.15,2025.41,0.52,52.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.1% of price level). Utilize index-linked contract with floating rate option.,11684.0,4.37,NEUTRAL (Index-linked contract adjusted with +4.37% market move)
2025-02-26,supramax,Paradip,11234.0,12119.78,885.78,2025.41,0.44,51.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.0% of price level). Utilize index-linked contract with floating rate option.,11697.0,4.12,NEUTRAL (Index-linked contract adjusted with +4.12% market move)
2025-02-27,supramax,Paradip,11379.0,12217.16,838.16,2025.41,0.41,51.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.8% of price level). Utilize index-linked contract with floating rate option.,11617.0,2.09,NEUTRAL (Index-linked contract adjusted with +2.09% market move)
2025-02-28,supramax,Paradip,11311.0,11839.86,528.86,2025.41,0.26,50.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.9% of price level). Utilize index-linked contract with floating rate option.,11561.0,2.21,NEUTRAL (Index-linked contract adjusted with +2.21% market move)
2025-03-04,supramax,Paradip,11126.0,11988.58,862.58,2025.41,0.43,51.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.2% of price level). Utilize index-linked contract with floating rate option.,11601.0,4.27,NEUTRAL (Index-linked contract adjusted with +4.27% market move)
2025-03-05,supramax,Paradip,10936.0,11887.76,951.76,2025.41,0.47,51.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.5% of price level). Utilize index-linked contract with floating rate option.,11569.0,5.79,NEUTRAL (Index-linked contract adjusted with +5.79% market move)
2025-03-06,supramax,Paradip,10794.0,11978.46,1184.46,2025.41,0.58,52.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.8% of price level). Utilize index-linked contract with floating rate option.,11696.0,8.36,NEUTRAL (Index-linked contract adjusted with +8.36% market move)
2025-03-07,supramax,Paradip,10669.0,11949.27,1280.27,2025.41,0.63,53.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (19.0% of price level). Utilize index-linked contract with floating rate option.,11827.0,10.85,NEUTRAL (Index-linked contract adjusted with +10.85% market move)
2025-03-10,supramax,Paradip,10727.0,11848.25,1121.25,2025.41,0.55,52.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.9% of price level). Utilize index-linked contract with floating rate option.,11843.0,10.4,NEUTRAL (Index-linked contract adjusted with +10.40% market move)
2025-03-11,supramax,Paradip,10743.0,11862.66,1119.66,2025.41,0.55,52.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.9% of price level). Utilize index-linked contract with floating rate option.,11906.0,10.83,NEUTRAL (Index-linked contract adjusted with +10.83% market move)
2025-03-12,supramax,Paradip,10923.0,12169.67,1246.67,2025.41,0.62,53.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.5% of price level). Utilize index-linked contract with floating rate option.,12146.0,11.2,NEUTRAL (Index-linked contract adjusted with +11.20% market move)
2025-03-13,supramax,Paradip,11072.0,12660.89,1588.89,2025.41,0.78,54.2,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.78 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12141.0,9.65,SUCCESS (BUY NOW avoided +9.65% price rise)
2025-03-14,supramax,Paradip,11420.0,12971.29,1551.29,2025.41,0.77,54.1,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.77 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",12096.0,5.92,SUCCESS (BUY NOW avoided +5.92% price rise)
2025-03-17,supramax,Paradip,11760.0,13107.93,1347.93,2025.41,0.67,53.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.2% of price level). Utilize index-linked contract with floating rate option.,11997.0,2.02,NEUTRAL (Index-linked contract adjusted with +2.02% market move)
2025-03-18,supramax,Paradip,11935.0,13172.9,1237.9,2025.41,0.61,52.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.0% of price level). Utilize index-linked contract with floating rate option.,11888.0,-0.39,NEUTRAL (Index-linked contract adjusted with -0.39% market move)
2025-03-19,supramax,Paradip,12368.0,13583.84,1215.84,2025.41,0.6,52.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.4% of price level). Utilize index-linked contract with floating rate option.,11723.0,-5.22,NEUTRAL (Index-linked contract adjusted with -5.22% market move)
2025-03-20,supramax,Paradip,12563.0,13665.16,1102.16,2025.41,0.54,52.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,11703.0,-6.85,NEUTRAL (Index-linked contract adjusted with -6.85% market move)
2025-03-21,supramax,Paradip,12563.0,13716.25,1153.25,2025.41,0.57,52.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,11422.0,-9.08,NEUTRAL (Index-linked contract adjusted with -9.08% market move)
2025-03-24,supramax,Paradip,12579.0,13621.06,1042.06,2025.41,0.51,52.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,11348.0,-9.79,NEUTRAL (Index-linked contract adjusted with -9.79% market move)
2025-03-25,supramax,Paradip,12585.0,13465.37,880.37,2025.41,0.43,51.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,11347.0,-9.84,NEUTRAL (Index-linked contract adjusted with -9.84% market move)
2025-03-26,supramax,Paradip,12567.0,13767.12,1200.12,2025.41,0.59,52.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,11257.0,-10.42,NEUTRAL (Index-linked contract adjusted with -10.42% market move)
2025-03-27,supramax,Paradip,12542.0,13733.42,1191.42,2025.41,0.59,52.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,11216.0,-10.57,NEUTRAL (Index-linked contract adjusted with -10.57% market move)
2025-03-28,supramax,Paradip,12440.0,13865.41,1425.41,2025.41,0.7,53.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.3% of price level). Utilize index-linked contract with floating rate option.,11273.0,-9.38,NEUTRAL (Index-linked contract adjusted with -9.38% market move)
2025-03-31,supramax,Paradip,12330.0,13982.47,1652.47,2025.41,0.82,54.5,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.82 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",11309.0,-8.28,SUBOPTIMAL (Market moved -8.28%)
2025-04-01,supramax,Paradip,12246.0,13632.97,1386.97,2025.41,0.68,53.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.5% of price level). Utilize index-linked contract with floating rate option.,11358.0,-7.25,NEUTRAL (Index-linked contract adjusted with -7.25% market move)
2025-04-02,supramax,Paradip,12185.0,13565.68,1380.68,2025.41,0.68,53.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.6% of price level). Utilize index-linked contract with floating rate option.,11418.0,-6.29,NEUTRAL (Index-linked contract adjusted with -6.29% market move)
2025-04-03,supramax,Paradip,12173.0,13467.46,1294.46,2025.41,0.64,53.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.6% of price level). Utilize index-linked contract with floating rate option.,11510.0,-5.45,NEUTRAL (Index-linked contract adjusted with -5.45% market move)
2025-04-04,supramax,Paradip,12083.0,13057.85,974.85,2025.41,0.48,52.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.8% of price level). Utilize index-linked contract with floating rate option.,11655.0,-3.54,NEUTRAL (Index-linked contract adjusted with -3.54% market move)
2025-04-07,supramax,Paradip,11912.0,13039.58,1127.58,2025.41,0.56,52.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.0% of price level). Utilize index-linked contract with floating rate option.,11796.0,-0.97,NEUTRAL (Index-linked contract adjusted with -0.97% market move)
2025-04-08,supramax,Paradip,11766.0,12776.7,1010.7,2025.41,0.5,52.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.2% of price level). Utilize index-linked contract with floating rate option.,11854.0,0.75,NEUTRAL (Index-linked contract adjusted with +0.75% market move)
2025-04-09,supramax,Paradip,11684.0,12660.31,976.31,2025.41,0.48,52.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.3% of price level). Utilize index-linked contract with floating rate option.,11918.0,2.0,NEUTRAL (Index-linked contract adjusted with +2.00% market move)
2025-04-10,supramax,Paradip,11697.0,12628.28,931.28,2025.41,0.46,51.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.3% of price level). Utilize index-linked contract with floating rate option.,11869.0,1.47,NEUTRAL (Index-linked contract adjusted with +1.47% market move)
2025-04-11,supramax,Paradip,11617.0,12635.24,1018.24,2025.41,0.5,52.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.4% of price level). Utilize index-linked contract with floating rate option.,11710.0,0.8,NEUTRAL (Index-linked contract adjusted with +0.80% market move)
2025-04-14,supramax,Paradip,11561.0,12753.9,1192.9,2025.41,0.59,52.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.5% of price level). Utilize index-linked contract with floating rate option.,11434.0,-1.1,NEUTRAL (Index-linked contract adjusted with -1.10% market move)
2025-04-15,supramax,Paradip,11601.0,12658.76,1057.76,2025.41,0.52,52.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.5% of price level). Utilize index-linked contract with floating rate option.,11393.0,-1.79,NEUTRAL (Index-linked contract adjusted with -1.79% market move)
2025-04-16,supramax,Paradip,11569.0,12889.43,1320.43,2025.41,0.65,53.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.5% of price level). Utilize index-linked contract with floating rate option.,11309.0,-2.25,NEUTRAL (Index-linked contract adjusted with -2.25% market move)
2025-04-17,supramax,Paradip,11696.0,13150.3,1454.3,2025.41,0.72,53.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.3% of price level). Utilize index-linked contract with floating rate option.,11209.0,-4.16,NEUTRAL (Index-linked contract adjusted with -4.16% market move)
2025-04-18,supramax,Paradip,11827.0,13186.8,1359.8,2025.41,0.67,53.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.1% of price level). Utilize index-linked contract with floating rate option.,11218.0,-5.15,NEUTRAL (Index-linked contract adjusted with -5.15% market move)
2025-04-21,supramax,Paradip,11843.0,13169.76,1326.76,2025.41,0.66,53.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.1% of price level). Utilize index-linked contract with floating rate option.,11179.0,-5.61,NEUTRAL (Index-linked contract adjusted with -5.61% market move)
2025-04-22,supramax,Paradip,11906.0,13119.41,1213.41,2025.41,0.6,52.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.0% of price level). Utilize index-linked contract with floating rate option.,11158.0,-6.28,NEUTRAL (Index-linked contract adjusted with -6.28% market move)
2025-04-23,supramax,Paradip,12146.0,13253.78,1107.78,2025.41,0.55,52.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.7% of price level). Utilize index-linked contract with floating rate option.,11143.0,-8.26,NEUTRAL (Index-linked contract adjusted with -8.26% market move)
2025-04-24,supramax,Paradip,12141.0,13449.9,1308.9,2025.41,0.65,53.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.7% of price level). Utilize index-linked contract with floating rate option.,11184.0,-7.88,NEUTRAL (Index-linked contract adjusted with -7.88% market move)
2025-04-25,supramax,Paradip,12096.0,13301.63,1205.63,2025.41,0.6,52.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.7% of price level). Utilize index-linked contract with floating rate option.,11335.0,-6.29,NEUTRAL (Index-linked contract adjusted with -6.29% market move)
2025-04-28,supramax,Paradip,11997.0,13221.69,1224.69,2025.41,0.6,52.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.9% of price level). Utilize index-linked contract with floating rate option.,11621.0,-3.13,NEUTRAL (Index-linked contract adjusted with -3.13% market move)
2025-04-29,supramax,Paradip,11888.0,12922.72,1034.72,2025.41,0.51,52.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.0% of price level). Utilize index-linked contract with floating rate option.,11757.0,-1.1,NEUTRAL (Index-linked contract adjusted with -1.10% market move)
2025-04-30,supramax,Paradip,11723.0,12639.01,916.01,2025.41,0.45,51.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.3% of price level). Utilize index-linked contract with floating rate option.,11784.0,0.52,NEUTRAL (Index-linked contract adjusted with +0.52% market move)
2025-05-02,supramax,Paradip,11703.0,11140.57,-562.43,2025.41,-0.28,46.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.3% of price level). Utilize index-linked contract with floating rate option.,11995.0,2.5,NEUTRAL (Index-linked contract adjusted with +2.50% market move)
2025-05-07,supramax,Paradip,11422.0,11559.72,137.72,2025.41,0.07,48.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.7% of price level). Utilize index-linked contract with floating rate option.,12118.0,6.09,NEUTRAL (Index-linked contract adjusted with +6.09% market move)
2025-05-08,supramax,Paradip,11348.0,11555.11,207.11,2025.41,0.1,49.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.8% of price level). Utilize index-linked contract with floating rate option.,12277.0,8.19,NEUTRAL (Index-linked contract adjusted with +8.19% market move)
2025-05-09,supramax,Paradip,11347.0,11569.75,222.75,2025.41,0.11,49.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.8% of price level). Utilize index-linked contract with floating rate option.,12356.0,8.89,NEUTRAL (Index-linked contract adjusted with +8.89% market move)
2025-05-12,supramax,Paradip,11257.0,11671.11,414.11,2025.41,0.2,49.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.0% of price level). Utilize index-linked contract with floating rate option.,12396.0,10.12,NEUTRAL (Index-linked contract adjusted with +10.12% market move)
2025-05-13,supramax,Paradip,11216.0,11701.08,485.08,2025.41,0.24,50.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.1% of price level). Utilize index-linked contract with floating rate option.,12543.0,11.83,NEUTRAL (Index-linked contract adjusted with +11.83% market move)
2025-05-14,supramax,Paradip,11273.0,11750.33,477.33,2025.41,0.24,50.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.0% of price level). Utilize index-linked contract with floating rate option.,12648.0,12.2,NEUTRAL (Index-linked contract adjusted with +12.20% market move)
2025-05-15,supramax,Paradip,11309.0,12044.15,735.15,2025.41,0.36,51.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.9% of price level). Utilize index-linked contract with floating rate option.,12701.0,12.31,NEUTRAL (Index-linked contract adjusted with +12.31% market move)
2025-05-16,supramax,Paradip,11358.0,12199.22,841.22,2025.41,0.42,51.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.8% of price level). Utilize index-linked contract with floating rate option.,12879.0,13.39,NEUTRAL (Index-linked contract adjusted with +13.39% market move)
2025-05-19,supramax,Paradip,11418.0,12128.16,710.16,2025.41,0.35,51.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.7% of price level). Utilize index-linked contract with floating rate option.,12986.0,13.73,NEUTRAL (Index-linked contract adjusted with +13.73% market move)
2025-05-20,supramax,Paradip,11510.0,12072.18,562.18,2025.41,0.28,50.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.6% of price level). Utilize index-linked contract with floating rate option.,13132.0,14.09,NEUTRAL (Index-linked contract adjusted with +14.09% market move)
2025-05-21,supramax,Paradip,11655.0,11884.02,229.02,2025.41,0.11,49.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.4% of price level). Utilize index-linked contract with floating rate option.,13224.0,13.46,NEUTRAL (Index-linked contract adjusted with +13.46% market move)
2025-05-22,supramax,Paradip,11796.0,11793.7,-2.3,2025.41,-0.0,48.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.2% of price level). Utilize index-linked contract with floating rate option.,13333.0,13.03,NEUTRAL (Index-linked contract adjusted with +13.03% market move)
2025-05-23,supramax,Paradip,11854.0,11861.64,7.64,2025.41,0.0,48.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.1% of price level). Utilize index-linked contract with floating rate option.,13792.0,16.35,NEUTRAL (Index-linked contract adjusted with +16.35% market move)
2025-05-26,supramax,Paradip,11918.0,12246.88,328.88,2025.41,0.16,49.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.0% of price level). Utilize index-linked contract with floating rate option.,14063.0,18.0,NEUTRAL (Index-linked contract adjusted with +18.00% market move)
2025-05-27,supramax,Paradip,11869.0,12465.71,596.71,2025.41,0.29,50.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.1% of price level). Utilize index-linked contract with floating rate option.,14290.0,20.4,NEUTRAL (Index-linked contract adjusted with +20.40% market move)
2025-05-28,supramax,Paradip,11710.0,12370.44,660.44,2025.41,0.33,50.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.3% of price level). Utilize index-linked contract with floating rate option.,14496.0,23.79,NEUTRAL (Index-linked contract adjusted with +23.79% market move)
