date,vessel,year,base_rate,true_rate,true_delta,pred_delta,tuned_thresh,decision,retained,dir_correct,cost_spot,cost_ficos,net_savings
2021-01-05,panamax,2021,12739.0,13276.0,537.0,-135.25890959968174,-64.28571428571428,WAIT,True,False,254780.0,268020.0,-13240.0
2021-01-06,panamax,2021,13276.0,13834.0,558.0,263.1999499503154,-64.28571428571428,SPOT_INDEX,False,True,265520.0,265520.0,0.0
2021-01-07,panamax,2021,13834.0,14218.0,384.0,247.4720575473318,-64.28571428571428,SPOT_INDEX,False,True,276680.0,276680.0,0.0
2021-01-08,panamax,2021,14218.0,14870.0,652.0,452.02163846515583,-64.28571428571428,SPOT_INDEX,False,True,284360.0,284360.0,0.0
2021-01-11,panamax,2021,14870.0,15087.0,217.0,475.4741715027305,-64.28571428571428,SPOT_INDEX,False,True,297400.0,297400.0,0.0
2021-01-12,panamax,2021,15087.0,15295.0,208.0,499.16805123410995,-64.28571428571428,SPOT_INDEX,False,True,301740.0,301740.0,0.0
2021-01-13,panamax,2021,15295.0,15354.0,59.0,486.1734631970293,-64.28571428571428,SPOT_INDEX,False,True,305900.0,305900.0,0.0
2021-01-14,panamax,2021,15354.0,15306.0,-48.0,178.0165539258725,-64.28571428571428,SPOT_INDEX,False,False,307080.0,307080.0,0.0
2021-01-15,panamax,2021,15306.0,15284.0,-22.0,-31.306543215061154,-64.28571428571428,SPOT_INDEX,False,True,306120.0,306120.0,0.0
2021-01-18,panamax,2021,15284.0,15261.0,-23.0,-56.36498688022655,-64.28571428571428,SPOT_INDEX,False,True,305680.0,305680.0,0.0
2021-01-19,panamax,2021,15261.0,15238.0,-23.0,-40.37534585209688,-64.28571428571428,SPOT_INDEX,False,True,305220.0,305220.0,0.0
2021-01-20,panamax,2021,15238.0,15264.0,26.0,-38.6877055286266,-64.28571428571428,SPOT_INDEX,False,False,304760.0,304760.0,0.0
2021-01-21,panamax,2021,15264.0,15232.0,-32.0,147.36753883839393,-64.28571428571428,SPOT_INDEX,False,False,305280.0,305280.0,0.0
2021-01-22,panamax,2021,15232.0,15210.0,-22.0,-68.44202403398535,-64.28571428571428,WAIT,True,True,304640.0,306700.0,-2060.0
2021-01-25,panamax,2021,15210.0,15349.0,139.0,-73.1606868292937,-64.28571428571428,WAIT,True,False,304200.0,309480.0,-5280.0
2021-01-26,panamax,2021,15349.0,15317.0,-32.0,108.83834986388894,-64.28571428571428,SPOT_INDEX,False,False,306980.0,306980.0,0.0
2021-01-27,panamax,2021,15317.0,15151.0,-166.0,-98.30171194352118,-64.28571428571428,WAIT,True,True,306340.0,305520.0,820.0
2021-01-28,panamax,2021,15151.0,15012.0,-139.0,-465.43638370699387,-64.28571428571428,WAIT,True,True,303020.0,302740.0,280.0
2021-01-29,panamax,2021,15012.0,14962.0,-50.0,-255.58845318599597,-64.28571428571428,WAIT,True,True,300240.0,301740.0,-1500.0
2021-02-01,panamax,2021,14962.0,14905.0,-57.0,-101.55676400161433,-64.28571428571428,WAIT,True,True,299240.0,300600.0,-1360.0
2021-02-02,panamax,2021,14905.0,14809.0,-96.0,-154.8416064849548,-64.28571428571428,WAIT,True,True,298100.0,298680.0,-580.0
2021-02-03,panamax,2021,14809.0,14860.0,51.0,-220.2341370888436,-64.28571428571428,WAIT,True,False,296180.0,299700.0,-3520.0
2021-02-04,panamax,2021,14860.0,14914.0,54.0,102.8208927268065,-64.28571428571428,SPOT_INDEX,False,True,297200.0,297200.0,0.0
2021-02-05,panamax,2021,14914.0,15157.0,243.0,109.34977597331934,-64.28571428571428,SPOT_INDEX,False,True,298280.0,298280.0,0.0
2021-02-08,panamax,2021,15157.0,15531.0,374.0,161.36481864356972,-64.28571428571428,SPOT_INDEX,False,True,303140.0,303140.0,0.0
2021-02-09,panamax,2021,15531.0,16090.0,559.0,157.37486298523132,-64.28571428571428,SPOT_INDEX,False,True,310620.0,310620.0,0.0
2021-02-10,panamax,2021,16090.0,17545.0,1455.0,165.32176081892564,-64.28571428571428,SPOT_INDEX,False,True,321800.0,321800.0,0.0
2021-02-15,panamax,2021,17545.0,18547.0,1002.0,238.03393209881142,-64.28571428571428,SPOT_INDEX,False,True,350900.0,350900.0,0.0
2021-02-16,panamax,2021,18547.0,21078.0,2531.0,286.44318407572763,-64.28571428571428,SPOT_INDEX,False,True,370940.0,370940.0,0.0
2021-02-17,panamax,2021,21078.0,24204.0,3126.0,517.3098224037449,-64.28571428571428,SPOT_INDEX,False,True,421560.0,421560.0,0.0
2021-02-18,panamax,2021,24204.0,23369.0,-835.0,503.70448402240027,-64.28571428571428,SPOT_INDEX,False,False,484080.0,484080.0,0.0
2021-02-19,panamax,2021,23369.0,23173.0,-196.0,-27.297240595638197,-64.28571428571428,SPOT_INDEX,False,True,467380.0,467380.0,0.0
2021-02-22,panamax,2021,23173.0,23064.0,-109.0,-176.66960694375632,-64.28571428571428,WAIT,True,True,463460.0,463780.0,-320.0
2021-02-23,panamax,2021,23064.0,23276.0,212.0,-93.86303398619384,-64.28571428571428,WAIT,True,False,461280.0,468020.0,-6740.0
2021-02-24,panamax,2021,23276.0,22981.0,-295.0,184.88783540592246,-64.28571428571428,SPOT_INDEX,False,False,465520.0,465520.0,0.0
2021-02-25,panamax,2021,22981.0,22542.0,-439.0,-171.6632326082737,-64.28571428571428,WAIT,True,True,459620.0,453340.0,6280.0
2021-02-26,panamax,2021,22542.0,21912.0,-630.0,-187.2867586131649,-64.28571428571428,WAIT,True,True,450840.0,440740.0,10100.0
2021-03-02,panamax,2021,21912.0,22392.0,480.0,-158.11170420533634,-64.28571428571428,WAIT,True,False,438240.0,450340.0,-12100.0
2021-03-03,panamax,2021,22392.0,22396.0,4.0,202.75224788018062,-64.28571428571428,SPOT_INDEX,False,True,447840.0,447840.0,0.0
2021-03-04,panamax,2021,22396.0,22976.0,580.0,43.05484713572091,-64.28571428571428,SPOT_INDEX,False,True,447920.0,447920.0,0.0
2021-03-05,panamax,2021,22976.0,23212.0,236.0,191.35254227324185,-64.28571428571428,SPOT_INDEX,False,True,459520.0,459520.0,0.0
2021-03-08,panamax,2021,23212.0,23585.0,373.0,215.64304649609608,-64.28571428571428,SPOT_INDEX,False,True,464240.0,464240.0,0.0
2021-03-09,panamax,2021,23585.0,23608.0,23.0,197.43557460587607,-64.28571428571428,SPOT_INDEX,False,True,471700.0,471700.0,0.0
2021-03-10,panamax,2021,23608.0,23466.0,-142.0,132.40513879886322,-64.28571428571428,SPOT_INDEX,False,False,472160.0,472160.0,0.0
2021-03-11,panamax,2021,23466.0,23597.0,131.0,-167.6794707391587,-64.28571428571428,WAIT,True,False,469320.0,474440.0,-5120.0
2021-03-12,panamax,2021,23597.0,24015.0,418.0,131.28558036945734,-64.28571428571428,SPOT_INDEX,False,True,471940.0,471940.0,0.0
2021-03-15,panamax,2021,24015.0,24324.0,309.0,206.35984201971115,-64.28571428571428,SPOT_INDEX,False,True,480300.0,480300.0,0.0
2021-03-16,panamax,2021,24324.0,24713.0,389.0,214.47193990400163,-64.28571428571428,SPOT_INDEX,False,True,486480.0,486480.0,0.0
2021-03-17,panamax,2021,24713.0,26648.0,1935.0,191.34268837657228,-64.28571428571428,SPOT_INDEX,False,True,494260.0,494260.0,0.0
2021-03-18,panamax,2021,26648.0,29402.0,2754.0,220.24265788666045,-64.28571428571428,SPOT_INDEX,False,True,532960.0,532960.0,0.0
2021-03-19,panamax,2021,29402.0,30559.0,1157.0,282.5772244466541,-64.28571428571428,SPOT_INDEX,False,True,588040.0,588040.0,0.0
2021-03-22,panamax,2021,30559.0,30236.0,-323.0,173.47716578526808,-64.28571428571428,SPOT_INDEX,False,False,611180.0,611180.0,0.0
2021-03-23,panamax,2021,30236.0,27985.0,-2251.0,-189.19769390449954,-64.28571428571428,WAIT,True,True,604720.0,562200.0,42520.0
2021-03-24,panamax,2021,27985.0,27007.0,-978.0,-98.32297138587178,-64.28571428571428,WAIT,True,True,559700.0,542640.0,17060.0
2021-03-25,panamax,2021,27007.0,26969.0,-38.0,-11.546493250038152,-64.28571428571428,SPOT_INDEX,False,True,540140.0,540140.0,0.0
2021-03-26,panamax,2021,26969.0,26886.0,-83.0,-214.2978615531588,-64.28571428571428,WAIT,True,True,539380.0,540220.0,-840.0
2021-03-29,panamax,2021,26886.0,26548.0,-338.0,-281.71851542156827,-64.28571428571428,WAIT,True,True,537720.0,533460.0,4260.0
2021-03-30,panamax,2021,26548.0,25424.0,-1124.0,-152.5482439789985,-64.28571428571428,WAIT,True,True,530960.0,510980.0,19980.0
2021-03-31,panamax,2021,25424.0,23996.0,-1428.0,546.8470698261212,-64.28571428571428,SPOT_INDEX,False,False,508480.0,508480.0,0.0
2021-04-01,panamax,2021,23996.0,23608.0,-388.0,431.74248878491164,-64.28571428571428,SPOT_INDEX,False,False,479920.0,479920.0,0.0
2021-04-02,panamax,2021,23608.0,23439.0,-169.0,-70.5921512362853,-64.28571428571428,WAIT,True,True,472160.0,471280.0,880.0
2021-04-06,panamax,2021,23439.0,22839.0,-600.0,-249.27013606852393,-64.28571428571428,WAIT,True,True,468780.0,459280.0,9500.0
2021-04-07,panamax,2021,22839.0,22263.0,-576.0,-50.62009062826526,-64.28571428571428,SPOT_INDEX,False,True,456780.0,456780.0,0.0
2021-04-08,panamax,2021,22263.0,21452.0,-811.0,-86.59506649301805,-64.28571428571428,WAIT,True,True,445260.0,431540.0,13720.0
2021-04-09,panamax,2021,21452.0,20513.0,-939.0,489.79558212110794,-64.28571428571428,SPOT_INDEX,False,False,429040.0,429040.0,0.0
2021-04-12,panamax,2021,20513.0,20032.0,-481.0,504.23952404652266,-64.28571428571428,SPOT_INDEX,False,False,410260.0,410260.0,0.0
2021-04-13,panamax,2021,20032.0,19385.0,-647.0,-189.61160507081146,-64.28571428571428,WAIT,True,True,400640.0,390200.0,10440.0
2021-04-14,panamax,2021,19385.0,20480.0,1095.0,173.75210601804918,-64.28571428571428,SPOT_INDEX,False,True,387700.0,387700.0,0.0
2021-04-15,panamax,2021,20480.0,21593.0,1113.0,208.44544556640142,-64.28571428571428,SPOT_INDEX,False,True,409600.0,409600.0,0.0
2021-04-16,panamax,2021,21593.0,21875.0,282.0,191.95888791641107,-64.28571428571428,SPOT_INDEX,False,True,431860.0,431860.0,0.0
2021-04-19,panamax,2021,21875.0,23092.0,1217.0,170.63980440677776,-64.28571428571428,SPOT_INDEX,False,True,437500.0,437500.0,0.0
2021-04-20,panamax,2021,23092.0,25158.0,2066.0,214.23283720497216,-64.28571428571428,SPOT_INDEX,False,True,461840.0,461840.0,0.0
2021-04-21,panamax,2021,25158.0,26315.0,1157.0,259.2015027276321,-64.28571428571428,SPOT_INDEX,False,True,503160.0,503160.0,0.0
2021-04-22,panamax,2021,26315.0,25527.0,-788.0,279.54164824605164,-64.28571428571428,SPOT_INDEX,False,False,526300.0,526300.0,0.0
2021-04-23,panamax,2021,25527.0,25411.0,-116.0,-37.27461663863629,-64.28571428571428,SPOT_INDEX,False,True,510540.0,510540.0,0.0
2021-04-26,panamax,2021,25411.0,25402.0,-9.0,-132.7121923212892,-64.28571428571428,WAIT,True,True,508220.0,510540.0,-2320.0
2021-04-27,panamax,2021,25402.0,26025.0,623.0,-101.03271844781395,-64.28571428571428,WAIT,True,False,508040.0,523000.0,-14960.0
2021-04-28,panamax,2021,26025.0,26315.0,290.0,234.90915896511552,-64.28571428571428,SPOT_INDEX,False,True,520500.0,520500.0,0.0
2021-04-29,panamax,2021,26315.0,26401.0,86.0,216.0704179998819,-64.28571428571428,SPOT_INDEX,False,True,526300.0,526300.0,0.0
2021-04-30,panamax,2021,26401.0,26540.0,139.0,106.96917240191051,-64.28571428571428,SPOT_INDEX,False,True,528020.0,528020.0,0.0
2021-05-03,panamax,2021,26540.0,26927.0,387.0,211.5972244589318,-64.28571428571428,SPOT_INDEX,False,True,530800.0,530800.0,0.0
2021-05-04,panamax,2021,26927.0,28648.0,1721.0,203.27064665476155,-64.28571428571428,SPOT_INDEX,False,True,538540.0,538540.0,0.0
2021-05-06,panamax,2021,28648.0,29375.0,727.0,448.70021795509166,-64.28571428571428,SPOT_INDEX,False,True,572960.0,572960.0,0.0
2021-05-07,panamax,2021,29375.0,30190.0,815.0,133.09082388747237,-64.28571428571428,SPOT_INDEX,False,True,587500.0,587500.0,0.0
2021-05-10,panamax,2021,30190.0,30782.0,592.0,257.39225277325613,-64.28571428571428,SPOT_INDEX,False,True,603800.0,603800.0,0.0
2021-05-11,panamax,2021,30782.0,31208.0,426.0,239.71055366222186,-64.28571428571428,SPOT_INDEX,False,True,615640.0,615640.0,0.0
2021-05-12,panamax,2021,31208.0,30726.0,-482.0,148.83675624601617,-64.28571428571428,SPOT_INDEX,False,False,624160.0,624160.0,0.0
2021-05-13,panamax,2021,30726.0,30082.0,-644.0,-148.37350095115053,-64.28571428571428,WAIT,True,True,614520.0,604140.0,10380.0
2021-05-14,panamax,2021,30082.0,29575.0,-507.0,116.91375302590279,-64.28571428571428,SPOT_INDEX,False,False,601640.0,601640.0,0.0
2021-05-17,panamax,2021,29575.0,28964.0,-611.0,-266.0713356766924,-64.28571428571428,WAIT,True,True,591500.0,581780.0,9720.0
2021-05-18,panamax,2021,28964.0,29126.0,162.0,-270.259744110871,-64.28571428571428,WAIT,True,False,579280.0,585020.0,-5740.0
2021-05-20,panamax,2021,29126.0,29189.0,63.0,268.31165465490136,-64.28571428571428,SPOT_INDEX,False,True,582520.0,582520.0,0.0
2021-05-21,panamax,2021,29189.0,28969.0,-220.0,173.75213339960735,-64.28571428571428,SPOT_INDEX,False,False,583780.0,583780.0,0.0
2021-05-24,panamax,2021,28969.0,28829.0,-140.0,-249.17679262039647,-64.28571428571428,WAIT,True,True,579380.0,579080.0,300.0
2021-05-25,panamax,2021,28829.0,28563.0,-266.0,-224.17007981389708,-64.28571428571428,WAIT,True,True,576580.0,573760.0,2820.0
2021-05-26,panamax,2021,28563.0,28124.0,-439.0,-297.20344030925406,-64.28571428571428,WAIT,True,True,571260.0,564980.0,6280.0
2021-05-27,panamax,2021,28124.0,28015.0,-109.0,-315.98488744611166,-64.28571428571428,WAIT,True,True,562480.0,562800.0,-320.0
2021-05-28,panamax,2021,28015.0,28015.0,0.0,-231.40602642915695,-64.28571428571428,WAIT,True,False,560300.0,562800.0,-2500.0
2021-05-31,panamax,2021,28015.0,28111.0,96.0,-48.12728241840991,-64.28571428571428,SPOT_INDEX,False,False,560300.0,560300.0,0.0
2021-06-01,panamax,2021,28111.0,28546.0,435.0,261.62861036829855,-64.28571428571428,SPOT_INDEX,False,True,562220.0,562220.0,0.0
2021-06-02,panamax,2021,28546.0,28730.0,184.0,301.16556656345745,-64.28571428571428,SPOT_INDEX,False,True,570920.0,570920.0,0.0
2021-06-03,panamax,2021,28730.0,28958.0,228.0,252.4977463259682,-64.28571428571428,SPOT_INDEX,False,True,574600.0,574600.0,0.0
2021-06-04,panamax,2021,28958.0,28570.0,-388.0,255.78888696295425,-64.28571428571428,SPOT_INDEX,False,False,579160.0,579160.0,0.0
2021-06-07,panamax,2021,28570.0,28446.0,-124.0,-293.7870581189835,-64.28571428571428,WAIT,True,True,571400.0,571420.0,-20.0
2021-06-08,panamax,2021,28446.0,28714.0,268.0,-272.1753114572964,-64.28571428571428,WAIT,True,False,568920.0,576780.0,-7860.0
2021-06-09,panamax,2021,28714.0,29172.0,458.0,238.29862866917202,-64.28571428571428,SPOT_INDEX,False,True,574280.0,574280.0,0.0
2021-06-10,panamax,2021,29172.0,30192.0,1020.0,518.6918009237285,-64.28571428571428,SPOT_INDEX,False,True,583440.0,583440.0,0.0
2021-06-11,panamax,2021,30192.0,30864.0,672.0,590.1782943541928,-64.28571428571428,SPOT_INDEX,False,True,603840.0,603840.0,0.0
2021-06-14,panamax,2021,30864.0,31307.0,443.0,536.2761858662232,-64.28571428571428,SPOT_INDEX,False,True,617280.0,617280.0,0.0
2021-06-15,panamax,2021,31307.0,31825.0,518.0,495.83904631754245,-64.28571428571428,SPOT_INDEX,False,True,626140.0,626140.0,0.0
2021-06-16,panamax,2021,31825.0,32981.0,1156.0,482.4584058024968,-64.28571428571428,SPOT_INDEX,False,True,636500.0,636500.0,0.0
2021-06-17,panamax,2021,32981.0,32652.0,-329.0,447.7192556562108,-64.28571428571428,SPOT_INDEX,False,False,659620.0,659620.0,0.0
2021-06-18,panamax,2021,32652.0,32550.0,-102.0,-192.01098114304148,-64.28571428571428,WAIT,True,True,653040.0,653500.0,-460.0
2021-06-21,panamax,2021,32550.0,32347.0,-203.0,-91.59868180820799,-64.28571428571428,WAIT,True,True,651000.0,649440.0,1560.0
2021-06-22,panamax,2021,32347.0,32121.0,-226.0,-187.76477479908164,-64.28571428571428,WAIT,True,True,646940.0,644920.0,2020.0
2021-06-23,panamax,2021,32121.0,32210.0,89.0,-221.48036819425414,-64.28571428571428,WAIT,True,False,642420.0,646700.0,-4280.0
2021-06-24,panamax,2021,32210.0,32529.0,319.0,178.96451792903383,-64.28571428571428,SPOT_INDEX,False,True,644200.0,644200.0,0.0
2021-06-25,panamax,2021,32529.0,33255.0,726.0,283.84312861363634,-64.28571428571428,SPOT_INDEX,False,True,650580.0,650580.0,0.0
2021-06-28,panamax,2021,33255.0,34200.0,945.0,214.2738733678316,-64.28571428571428,SPOT_INDEX,False,True,665100.0,665100.0,0.0
2021-06-29,panamax,2021,34200.0,35192.0,992.0,191.7286607906531,-64.28571428571428,SPOT_INDEX,False,True,684000.0,684000.0,0.0
2021-06-30,panamax,2021,35192.0,36216.0,1024.0,197.53977692772673,-64.28571428571428,SPOT_INDEX,False,True,703840.0,703840.0,0.0
2021-07-01,panamax,2021,36216.0,37087.0,871.0,281.5611757709782,-64.28571428571428,SPOT_INDEX,False,True,724320.0,724320.0,0.0
2021-07-02,panamax,2021,37087.0,38077.0,990.0,229.87865855133566,-64.28571428571428,SPOT_INDEX,False,True,741740.0,741740.0,0.0
2021-07-05,panamax,2021,38077.0,37976.0,-101.0,250.5121279882527,-64.28571428571428,SPOT_INDEX,False,False,761540.0,761540.0,0.0
2021-07-06,panamax,2021,37976.0,38068.0,92.0,-227.38447120512927,-64.28571428571428,WAIT,True,False,759520.0,763860.0,-4340.0
2021-07-07,panamax,2021,38068.0,38246.0,178.0,153.34453074507712,-64.28571428571428,SPOT_INDEX,False,True,761360.0,761360.0,0.0
2021-07-08,panamax,2021,38246.0,38084.0,-162.0,251.43013261907706,-64.28571428571428,SPOT_INDEX,False,False,764920.0,764920.0,0.0
2021-07-09,panamax,2021,38084.0,37897.0,-187.0,-187.26261140610418,-64.28571428571428,WAIT,True,True,761680.0,760440.0,1240.0
2021-07-12,panamax,2021,37897.0,37731.0,-166.0,-181.06848109924252,-64.28571428571428,WAIT,True,True,757940.0,757120.0,820.0
2021-07-13,panamax,2021,37731.0,37319.0,-412.0,-470.28929095760344,-64.28571428571428,WAIT,True,True,754620.0,748880.0,5740.0
2021-07-14,panamax,2021,37319.0,35496.0,-1823.0,-160.23937566935274,-64.28571428571428,WAIT,True,True,746380.0,712420.0,33960.0
2021-07-15,panamax,2021,35496.0,34445.0,-1051.0,-95.72332831154375,-64.28571428571428,WAIT,True,True,709920.0,691400.0,18520.0
2021-07-16,panamax,2021,34445.0,34229.0,-216.0,-130.6753166695081,-64.28571428571428,WAIT,True,True,688900.0,687080.0,1820.0
2021-07-19,panamax,2021,34229.0,34058.0,-171.0,-123.12003957889402,-64.28571428571428,WAIT,True,True,684580.0,683660.0,920.0
2021-07-20,panamax,2021,34058.0,33900.0,-158.0,-120.51903991096253,-64.28571428571428,WAIT,True,True,681160.0,680500.0,660.0
2021-07-21,panamax,2021,33900.0,33859.0,-41.0,-90.73701788409302,-64.28571428571428,WAIT,True,True,678000.0,679680.0,-1680.0
2021-07-22,panamax,2021,33859.0,33942.0,83.0,-96.24335613820236,-64.28571428571428,WAIT,True,False,677180.0,681340.0,-4160.0
2021-07-23,panamax,2021,33942.0,33895.0,-47.0,161.24677757968985,-64.28571428571428,SPOT_INDEX,False,False,678840.0,678840.0,0.0
2021-07-26,panamax,2021,33895.0,33719.0,-176.0,-105.03626485584812,-64.28571428571428,WAIT,True,True,677900.0,676880.0,1020.0
2021-07-27,panamax,2021,33719.0,33502.0,-217.0,-215.8498113560339,-64.28571428571428,WAIT,True,True,674380.0,672540.0,1840.0
2021-07-28,panamax,2021,33502.0,33011.0,-491.0,-249.0314310171242,-64.28571428571428,WAIT,True,True,670040.0,662720.0,7320.0
2021-07-29,panamax,2021,33011.0,32750.0,-261.0,-203.62519634684213,-64.28571428571428,WAIT,True,True,660220.0,657500.0,2720.0
2021-07-30,panamax,2021,32750.0,32447.0,-303.0,-203.62519634684213,-64.28571428571428,WAIT,True,True,655000.0,651440.0,3560.0
2021-08-02,panamax,2021,32447.0,32464.0,17.0,-204.09684772485906,-64.28571428571428,WAIT,True,False,648940.0,651780.0,-2840.0
2021-08-03,panamax,2021,32464.0,32582.0,118.0,111.37493788868134,-64.28571428571428,SPOT_INDEX,False,True,649280.0,649280.0,0.0
2021-08-04,panamax,2021,32582.0,32740.0,158.0,185.27707418314054,-64.28571428571428,SPOT_INDEX,False,True,651640.0,651640.0,0.0
2021-08-05,panamax,2021,32740.0,32863.0,123.0,235.73854735087087,-64.28571428571428,SPOT_INDEX,False,True,654800.0,654800.0,0.0
2021-08-06,panamax,2021,32863.0,33050.0,187.0,196.88987490265026,-64.28571428571428,SPOT_INDEX,False,True,657260.0,657260.0,0.0
2021-08-09,panamax,2021,33050.0,33136.0,86.0,255.3195050596729,-64.28571428571428,SPOT_INDEX,False,True,661000.0,661000.0,0.0
2021-08-10,panamax,2021,33136.0,33369.0,233.0,189.74369544257152,-64.28571428571428,SPOT_INDEX,False,True,662720.0,662720.0,0.0
2021-08-11,panamax,2021,33369.0,33626.0,257.0,262.84838303190924,-64.28571428571428,SPOT_INDEX,False,True,667380.0,667380.0,0.0
2021-08-12,panamax,2021,33626.0,33780.0,154.0,268.1165023724102,-64.28571428571428,SPOT_INDEX,False,True,672520.0,672520.0,0.0
2021-08-13,panamax,2021,33780.0,34180.0,400.0,233.48240002147833,-64.28571428571428,SPOT_INDEX,False,True,675600.0,675600.0,0.0
2021-08-17,panamax,2021,34180.0,34645.0,465.0,334.6035438017279,-64.28571428571428,SPOT_INDEX,False,True,683600.0,683600.0,0.0
2021-08-18,panamax,2021,34645.0,35040.0,395.0,311.08424337674035,-64.28571428571428,SPOT_INDEX,False,True,692900.0,692900.0,0.0
2021-08-19,panamax,2021,35040.0,35230.0,190.0,319.01580397203657,-64.28571428571428,SPOT_INDEX,False,True,700800.0,700800.0,0.0
2021-08-20,panamax,2021,35230.0,35362.0,132.0,260.43055332662266,-64.28571428571428,SPOT_INDEX,False,True,704600.0,704600.0,0.0
2021-08-23,panamax,2021,35362.0,35677.0,315.0,173.12506895394614,-64.28571428571428,SPOT_INDEX,False,True,707240.0,707240.0,0.0
2021-08-24,panamax,2021,35677.0,36446.0,769.0,192.5235764963437,-64.28571428571428,SPOT_INDEX,False,True,713540.0,713540.0,0.0
2021-08-25,panamax,2021,36446.0,36773.0,327.0,185.71835651122404,-64.28571428571428,SPOT_INDEX,False,True,728920.0,728920.0,0.0
2021-08-26,panamax,2021,36773.0,36984.0,211.0,170.58365859295995,-64.28571428571428,SPOT_INDEX,False,True,735460.0,735460.0,0.0
2021-08-27,panamax,2021,36984.0,36997.0,13.0,177.68816308972816,-64.28571428571428,SPOT_INDEX,False,True,739680.0,739680.0,0.0
2021-08-30,panamax,2021,36997.0,37006.0,9.0,21.507585858323452,-64.28571428571428,SPOT_INDEX,False,True,739940.0,739940.0,0.0
2021-08-31,panamax,2021,37006.0,36760.0,-246.0,-51.53832475053695,-64.28571428571428,SPOT_INDEX,False,True,740120.0,740120.0,0.0
2021-09-01,panamax,2021,36760.0,36277.0,-483.0,-253.33500078513964,-64.28571428571428,WAIT,True,True,735200.0,728040.0,7160.0
2021-09-02,panamax,2021,36277.0,36035.0,-242.0,-230.73513865292054,-64.28571428571428,WAIT,True,True,725540.0,723200.0,2340.0
2021-09-03,panamax,2021,36035.0,35610.0,-425.0,-367.0302371507064,-64.28571428571428,WAIT,True,True,720700.0,714700.0,6000.0
2021-09-06,panamax,2021,35610.0,35087.0,-523.0,-264.3287192887539,-64.28571428571428,WAIT,True,True,712200.0,704240.0,7960.0
2021-09-07,panamax,2021,35087.0,34808.0,-279.0,-344.9136900115139,-64.28571428571428,WAIT,True,True,701740.0,698660.0,3080.0
2021-09-08,panamax,2021,34808.0,34728.0,-80.0,-291.14532015453267,-64.28571428571428,WAIT,True,True,696160.0,697060.0,-900.0
2021-09-09,panamax,2021,34728.0,34867.0,139.0,-347.7348505921688,-64.28571428571428,WAIT,True,False,694560.0,699840.0,-5280.0
2021-09-10,panamax,2021,34867.0,35241.0,374.0,219.8257768579138,-64.28571428571428,SPOT_INDEX,False,True,697340.0,697340.0,0.0
2021-09-13,panamax,2021,35241.0,35712.0,471.0,328.9157200518953,-64.28571428571428,SPOT_INDEX,False,True,704820.0,704820.0,0.0
2021-09-14,panamax,2021,35712.0,35895.0,183.0,341.13211098555666,-64.28571428571428,SPOT_INDEX,False,True,714240.0,714240.0,0.0
2021-09-15,panamax,2021,35895.0,36193.0,298.0,250.14100815434216,-64.28571428571428,SPOT_INDEX,False,True,717900.0,717900.0,0.0
2021-09-16,panamax,2021,36193.0,36410.0,217.0,246.8536236400099,-64.28571428571428,SPOT_INDEX,False,True,723860.0,723860.0,0.0
2021-09-17,panamax,2021,36410.0,37382.0,972.0,224.0385123344002,-64.28571428571428,SPOT_INDEX,False,True,728200.0,728200.0,0.0
2021-09-23,panamax,2021,37382.0,37405.0,23.0,293.40027622417455,-64.28571428571428,SPOT_INDEX,False,True,747640.0,747640.0,0.0
2021-09-24,panamax,2021,37405.0,37411.0,6.0,87.85717319197965,-64.28571428571428,SPOT_INDEX,False,True,748100.0,748100.0,0.0
2021-09-27,panamax,2021,37411.0,37442.0,31.0,-64.56319482283904,-64.28571428571428,WAIT,True,False,748220.0,751340.0,-3120.0
2021-09-28,panamax,2021,37442.0,37618.0,176.0,106.05524552855967,-64.28571428571428,SPOT_INDEX,False,True,748840.0,748840.0,0.0
2021-09-29,panamax,2021,37618.0,37675.0,57.0,201.517333356148,-64.28571428571428,SPOT_INDEX,False,True,752360.0,752360.0,0.0
2021-09-30,panamax,2021,37675.0,37582.0,-93.0,139.29254245660744,-64.28571428571428,SPOT_INDEX,False,False,753500.0,753500.0,0.0
2021-10-01,panamax,2021,37582.0,37465.0,-117.0,-289.2563353125831,-64.28571428571428,WAIT,True,True,751640.0,751800.0,-160.0
2021-10-05,panamax,2021,37465.0,37253.0,-212.0,-191.6769144633416,-64.28571428571428,WAIT,True,True,749300.0,747560.0,1740.0
2021-10-06,panamax,2021,37253.0,37193.0,-60.0,-214.05705096623598,-64.28571428571428,WAIT,True,True,745060.0,746360.0,-1300.0
2021-10-07,panamax,2021,37193.0,36987.0,-206.0,-70.11583688248976,-64.28571428571428,WAIT,True,True,743860.0,742240.0,1620.0
2021-10-08,panamax,2021,36987.0,37084.0,97.0,-129.88724021862805,-64.28571428571428,WAIT,True,False,739740.0,744180.0,-4440.0
2021-10-12,panamax,2021,37084.0,37195.0,111.0,171.88762622561578,-64.28571428571428,SPOT_INDEX,False,True,741680.0,741680.0,0.0
2021-10-13,panamax,2021,37195.0,37455.0,260.0,157.64997469282267,-64.28571428571428,SPOT_INDEX,False,True,743900.0,743900.0,0.0
2021-10-14,panamax,2021,37455.0,37866.0,411.0,166.32298295490557,-64.28571428571428,SPOT_INDEX,False,True,749100.0,749100.0,0.0
2021-10-15,panamax,2021,37866.0,38388.0,522.0,170.24741134110417,-64.28571428571428,SPOT_INDEX,False,True,757320.0,757320.0,0.0
